Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League,league_name,season,season_start
Bordeaux,2,38.0,42,6.0,1.0,11.0,0.0,46.7,0.27,4.7,0.12,262.0,601.0,43.6,855.0,126.0,43.7,38.4,338.0,67.2,48.9,598.0,13.0,2.2,22.0,0.58,14.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Caen,1,38.0,54,6.0,4.0,5.0,2.0,65.9,0.31,13.9,0.37,356.0,772.0,46.1,910.0,178.0,56.6,41.3,319.0,80.6,54.6,606.0,37.0,6.1,16.0,0.42,11.7,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Dijon,2,38.0,60,3.0,2.0,7.0,1.0,50.9,0.28,-8.1,-0.21,298.0,671.0,44.4,987.0,194.0,42.2,33.7,339.0,74.9,52.3,556.0,34.0,6.1,63.0,1.66,18.6,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Guingamp,2,38.0,68,3.0,2.0,4.0,0.0,56.0,0.31,-12.0,-0.32,305.0,724.0,42.1,729.0,123.0,61.6,44.2,304.0,90.5,59.8,483.0,26.0,5.4,11.0,0.29,9.3,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Lille,1,38.0,33,6.0,1.0,4.0,0.0,39.0,0.25,6.0,0.16,177.0,557.0,31.8,838.0,189.0,41.9,36.2,275.0,74.9,53.5,497.0,29.0,5.8,44.0,1.16,16.5,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Lyon,2,38.0,47,5.0,2.0,4.0,3.0,39.6,0.24,-4.4,-0.12,138.0,327.0,42.2,903.0,193.0,25.6,24.2,279.0,34.4,37.8,441.0,13.0,2.9,39.0,1.03,16.7,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Marseille,2,38.0,52,10.0,1.0,2.0,0.0,46.0,0.25,-6.0,-0.16,196.0,493.0,39.8,974.0,171.0,37.6,35.7,249.0,51.0,42.2,414.0,21.0,5.1,36.0,0.95,14.6,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Monaco,3,38.0,57,5.0,0.0,6.0,2.0,50.4,0.3,-4.6,-0.12,149.0,395.0,37.7,741.0,176.0,32.7,30.3,282.0,54.3,43.3,496.0,14.0,2.8,22.0,0.58,12.6,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Montpellier,2,38.0,42,3.0,1.0,8.0,2.0,41.5,0.26,1.5,0.04,319.0,712.0,44.8,1026.0,183.0,51.2,39.9,290.0,64.5,48.0,508.0,25.0,4.9,39.0,1.03,13.7,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Nantes,3,38.0,48,4.0,2.0,7.0,0.0,45.5,0.29,-2.5,-0.07,247.0,568.0,43.5,839.0,157.0,39.3,33.5,314.0,75.8,51.7,508.0,25.0,4.9,47.0,1.24,15.2,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Nice,2,38.0,35,3.0,0.0,5.0,1.0,44.1,0.25,10.1,0.27,127.0,345.0,36.8,905.0,225.0,20.6,21.3,325.0,48.9,40.3,590.0,17.0,2.9,19.0,0.5,19.4,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Nîmes,1,38.0,58,4.0,0.0,4.0,1.0,60.4,0.31,3.4,0.09,234.0,690.0,33.9,824.0,160.0,54.2,40.0,291.0,83.5,55.2,491.0,28.0,5.7,33.0,0.87,14.5,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Paris S-G,2,38.0,35,5.0,1.0,3.0,4.0,36.2,0.23,5.2,0.14,61.0,147.0,41.5,678.0,179.0,12.8,25.3,247.0,24.3,31.7,429.0,9.0,2.1,29.0,0.76,13.7,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Reims,1,38.0,42,7.0,1.0,3.0,2.0,44.9,0.26,4.9,0.13,257.0,654.0,39.3,861.0,136.0,49.8,40.7,291.0,77.3,53.8,667.0,28.0,4.2,27.0,0.71,13.2,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Rennes,2,38.0,52,4.0,0.0,9.0,1.0,44.1,0.26,-6.9,-0.18,195.0,499.0,39.1,759.0,157.0,39.9,33.1,290.0,67.6,49.6,548.0,22.0,4.0,52.0,1.37,12.7,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Saint-Étienne,2,38.0,41,7.0,0.0,7.0,1.0,49.0,0.27,9.0,0.24,171.0,571.0,29.9,901.0,171.0,41.8,36.4,323.0,60.1,44.0,488.0,11.0,2.3,18.0,0.47,12.8,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Strasbourg,2,38.0,48,7.0,3.0,4.0,1.0,45.1,0.25,-1.9,-0.05,269.0,676.0,39.8,840.0,193.0,48.3,39.3,342.0,78.9,55.6,583.0,27.0,4.6,30.0,0.79,12.3,Ligue 1 2018-2019,ligue 1,2018-2019,2018
Toulouse,2,38.0,57,5.0,2.0,5.0,1.0,51.6,0.26,-4.4,-0.12,259.0,683.0,37.9,969.0,174.0,44.8,37.8,384.0,64.8,48.0,619.0,21.0,3.4,42.0,1.11,15.4,Ligue 1 2018-2019,ligue 1,2018-2019,2018
ADO Den Haag,3,34.0,63,7.0,1.0,5.0,1.0,61.3,0.3,-0.7,-0.02,332.0,796.0,41.7,965.0,187.0,53.5,41.5,343.0,81.6,55.2,569.0,31.0,5.4,32.0,0.94,13.8,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Ajax,2,34.0,32,1.0,1.0,3.0,2.0,30.1,0.24,0.1,0.0,91.0,265.0,34.3,785.0,135.0,23.2,27.9,198.0,41.9,40.4,320.0,20.0,6.3,41.0,1.21,15.6,Eredivisie 2018-2019,eredivisie,2018-2019,2018
AZ Alkmaar,1,34.0,43,2.0,0.0,7.0,4.0,43.7,0.29,4.7,0.14,149.0,470.0,31.7,902.0,184.0,38.5,34.9,223.0,55.2,46.0,416.0,18.0,4.3,58.0,1.71,16.5,Eredivisie 2018-2019,eredivisie,2018-2019,2018
De Graafschap,3,34.0,75,4.0,2.0,7.0,2.0,68.6,0.29,-4.4,-0.13,315.0,848.0,37.1,956.0,106.0,58.8,42.5,334.0,85.6,58.6,444.0,9.0,2.0,41.0,1.21,16.9,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Emmen,2,34.0,72,3.0,3.0,8.0,3.0,59.3,0.32,-9.7,-0.28,274.0,707.0,38.8,864.0,170.0,52.5,40.3,307.0,82.4,57.4,527.0,36.0,6.8,41.0,1.21,15.1,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Excelsior,2,34.0,79,3.0,1.0,7.0,3.0,67.2,0.29,-8.8,-0.26,221.0,588.0,37.6,839.0,175.0,37.7,35.9,389.0,69.9,49.4,678.0,26.0,3.8,21.0,0.62,10.1,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Feyenoord,3,34.0,41,2.0,4.0,2.0,2.0,41.5,0.26,2.5,0.07,158.0,417.0,37.9,843.0,191.0,31.8,32.6,253.0,58.9,46.9,425.0,18.0,4.2,25.0,0.74,12.1,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Fortuna Sittard,1,34.0,80,8.0,1.0,5.0,2.0,64.5,0.28,-13.5,-0.4,273.0,731.0,37.3,854.0,170.0,56.6,41.9,289.0,85.8,58.1,590.0,33.0,5.6,59.0,1.74,14.5,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Groningen,1,34.0,41,2.0,1.0,4.0,0.0,41.7,0.3,0.7,0.02,267.0,791.0,33.8,982.0,144.0,57.0,42.0,292.0,79.1,58.1,441.0,21.0,4.8,83.0,2.44,17.2,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Heerenveen,1,34.0,73,5.0,3.0,12.0,2.0,63.1,0.3,-7.9,-0.23,220.0,620.0,35.5,879.0,161.0,45.3,37.8,312.0,71.2,53.8,497.0,20.0,4.0,18.0,0.53,11.8,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Heracles Almelo,2,34.0,68,12.0,0.0,12.0,3.0,67.9,0.27,2.9,0.09,204.0,562.0,36.3,935.0,177.0,40.6,43.9,295.0,61.7,47.5,522.0,21.0,4.0,31.0,0.91,12.2,Eredivisie 2018-2019,eredivisie,2018-2019,2018
NAC Breda,4,34.0,74,5.0,3.0,8.0,4.0,59.5,0.3,-10.5,-0.31,276.0,639.0,43.2,765.0,108.0,50.5,32.2,314.0,80.6,54.7,575.0,13.0,2.3,19.0,0.56,15.7,Eredivisie 2018-2019,eredivisie,2018-2019,2018
PSV Eindhoven,1,34.0,26,2.0,0.0,4.0,1.0,24.3,0.26,-0.7,-0.02,196.0,360.0,54.4,556.0,124.0,38.1,34.4,223.0,66.4,52.7,333.0,20.0,6.0,24.0,0.71,14.1,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Utrecht,2,34.0,51,5.0,2.0,10.0,0.0,46.6,0.28,-4.4,-0.13,244.0,549.0,44.4,673.0,140.0,47.3,37.7,286.0,80.8,53.6,434.0,18.0,4.1,29.0,0.85,14.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Vitesse,2,34.0,51,6.0,3.0,5.0,1.0,47.1,0.29,-2.9,-0.09,236.0,693.0,34.1,1075.0,169.0,50.1,45.2,233.0,66.1,49.6,509.0,18.0,3.5,26.0,0.76,10.8,Eredivisie 2018-2019,eredivisie,2018-2019,2018
VVV-Venlo,2,34.0,63,8.0,1.0,3.0,2.0,56.7,0.26,-4.3,-0.13,348.0,789.0,44.1,844.0,123.0,59.2,42.5,331.0,87.3,55.8,564.0,23.0,4.1,28.0,0.82,12.8,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Willem II,3,34.0,72,7.0,1.0,10.0,2.0,57.8,0.29,-12.2,-0.36,282.0,841.0,33.5,957.0,150.0,59.1,42.3,294.0,93.5,62.1,521.0,28.0,5.4,60.0,1.76,16.8,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Zwolle,2,34.0,57,4.0,2.0,14.0,1.0,49.0,0.3,-7.0,-0.21,181.0,511.0,35.4,1077.0,193.0,34.5,32.9,257.0,54.1,45.2,458.0,22.0,4.8,24.0,0.71,11.9,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Aves,3,34.0,49,3.0,1.0,8.0,2.0,44.8,0.28,-2.2,-0.06,254.0,660.0,38.5,653.0,127.0,55.7,36.8,326.0,90.8,59.3,628.0,4.0,0.6,14.0,0.41,11.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
B-SAD,3,34.0,51,8.0,0.0,3.0,2.0,54.7,0.3,5.7,0.17,211.0,557.0,37.9,854.0,178.0,38.4,27.3,314.0,72.9,50.2,614.0,44.0,7.2,31.0,0.91,23.5,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Benfica,2,34.0,31,5.0,2.0,2.0,3.0,37.9,0.27,9.9,0.29,153.0,358.0,42.7,691.0,153.0,34.2,34.2,216.0,56.5,45.3,367.0,8.0,2.2,28.0,0.82,14.1,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Boavista,3,34.0,40,6.0,2.0,3.0,2.0,47.7,0.27,9.7,0.29,287.0,761.0,37.7,699.0,69.0,68.0,54.0,323.0,88.5,58.9,664.0,15.0,2.3,20.0,0.59,8.5,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Braga,2,34.0,37,6.0,2.0,8.0,0.0,39.7,0.27,2.7,0.08,179.0,484.0,37.0,659.0,169.0,45.5,39.5,248.0,74.2,54.0,433.0,12.0,2.8,23.0,0.68,7.3,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Chaves,2,34.0,57,5.0,0.0,7.0,2.0,53.4,0.33,-1.6,-0.05,216.0,648.0,33.3,715.0,131.0,53.7,39.7,309.0,85.4,61.1,586.0,19.0,3.2,27.0,0.79,12.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Feirense,4,34.0,64,5.0,3.0,8.0,2.0,53.3,0.29,-8.7,-0.25,243.0,695.0,35.0,733.0,109.0,56.9,45.6,325.0,85.5,60.4,574.0,24.0,4.2,28.0,0.82,11.6,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Marítimo,2,34.0,44,9.0,0.0,8.0,1.0,49.2,0.26,6.2,0.18,200.0,622.0,32.2,697.0,133.0,51.4,39.0,338.0,78.1,55.7,652.0,24.0,3.7,19.0,0.56,12.6,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Moreirense,3,34.0,44,4.0,0.0,6.0,0.0,45.6,0.31,1.6,0.05,243.0,616.0,39.4,1043.0,216.0,42.8,39.1,250.0,68.0,51.2,485.0,19.0,3.9,48.0,1.41,14.7,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Nacional,3,34.0,73,10.0,5.0,6.0,1.0,64.3,0.33,-7.7,-0.23,201.0,579.0,34.7,843.0,110.0,38.7,34.3,310.0,81.6,58.0,457.0,11.0,2.4,46.0,1.35,9.3,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Portimonense,3,34.0,59,5.0,2.0,13.0,2.0,53.4,0.31,-3.6,-0.11,302.0,751.0,40.2,763.0,106.0,64.5,41.1,303.0,85.5,59.5,556.0,28.0,5.0,27.0,0.79,11.1,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Porto,2,34.0,20,3.0,0.0,1.0,1.0,20.2,0.24,1.2,0.03,144.0,355.0,40.6,748.0,127.0,31.4,32.4,191.0,62.8,45.6,373.0,16.0,4.3,31.0,0.91,15.2,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Rio Ave,2,34.0,52,10.0,0.0,5.0,1.0,54.4,0.29,3.4,0.1,170.0,484.0,35.1,794.0,182.0,36.3,30.0,301.0,65.1,49.9,634.0,17.0,2.7,35.0,1.03,22.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Santa Clara,3,34.0,45,9.0,0.0,5.0,0.0,49.7,0.27,4.7,0.14,249.0,732.0,34.0,915.0,124.0,54.4,43.5,294.0,79.6,57.3,548.0,16.0,2.9,21.0,0.62,13.9,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Sporting CP,2,34.0,33,2.0,1.0,5.0,0.0,37.0,0.3,4.0,0.12,203.0,481.0,42.2,741.0,129.0,39.8,40.6,250.0,74.4,53.7,456.0,16.0,3.5,25.0,0.74,13.1,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Tondela,1,34.0,54,5.0,1.0,6.0,0.0,54.5,0.32,0.5,0.01,282.0,730.0,38.6,705.0,66.0,65.2,47.7,316.0,85.4,58.5,554.0,18.0,3.2,19.0,0.56,13.7,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Vitória,2,34.0,34,3.0,0.0,4.0,0.0,43.1,0.27,9.1,0.27,224.0,616.0,36.4,725.0,135.0,52.3,37.3,273.0,86.8,59.2,494.0,24.0,4.9,20.0,0.59,12.3,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Vitória Setúbal,3,34.0,39,3.0,2.0,4.0,1.0,38.2,0.26,0.2,0.01,307.0,670.0,45.8,763.0,97.0,59.9,41.5,261.0,81.6,56.3,527.0,24.0,4.6,19.0,0.56,13.1,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Aston Villa,4,46.0,61,5.0,2.0,8.0,0.0,54.8,0.27,-6.2,-0.14,267.0,879.0,30.4,1107.0,224.0,52.7,39.4,391.0,75.7,54.6,703.0,30.0,4.3,35.0,0.76,11.6,Championship 2018-2019,championship,2018-2019,2018
Birmingham City,2,46.0,58,3.0,3.0,7.0,0.0,45.1,0.24,-12.9,-0.28,504.0,1282.0,39.3,952.0,34.0,90.9,58.4,423.0,98.6,67.6,627.0,36.0,5.7,36.0,0.78,12.9,Championship 2018-2019,championship,2018-2019,2018
Blackburn,2,46.0,69,4.0,2.0,3.0,3.0,64.8,0.31,-1.2,-0.03,313.0,1071.0,29.2,1174.0,194.0,62.4,47.9,371.0,91.1,66.3,617.0,36.0,5.8,61.0,1.33,15.4,Championship 2018-2019,championship,2018-2019,2018
Bolton,2,45.0,77,4.0,1.0,5.0,0.0,67.6,0.29,-9.4,-0.21,540.0,1280.0,42.2,1093.0,102.0,80.9,50.7,410.0,96.6,67.5,736.0,33.0,4.5,39.0,0.87,13.8,Championship 2018-2019,championship,2018-2019,2018
Brentford,3,45.0,59,1.0,1.0,7.0,3.0,54.2,0.31,-1.8,-0.04,257.0,812.0,31.7,1403.0,390.0,40.8,33.9,399.0,60.2,49.2,616.0,22.0,3.6,80.0,1.78,13.7,Championship 2018-2019,championship,2018-2019,2018
Bristol City,4,46.0,53,2.0,0.0,3.0,1.0,54.9,0.28,2.9,0.06,300.0,866.0,34.6,1169.0,231.0,47.7,38.3,387.0,79.6,56.3,674.0,37.0,5.5,63.0,1.37,14.2,Championship 2018-2019,championship,2018-2019,2018
Derby County,2,46.0,54,1.0,1.0,9.0,2.0,41.1,0.26,-10.9,-0.24,268.0,790.0,33.9,1251.0,230.0,39.8,36.0,433.0,67.4,52.1,650.0,14.0,2.2,31.0,0.67,12.6,Championship 2018-2019,championship,2018-2019,2018
Hull City,2,46.0,68,4.0,0.0,8.0,3.0,58.2,0.28,-6.8,-0.15,313.0,971.0,32.2,1129.0,210.0,57.3,41.7,392.0,82.7,56.6,736.0,23.0,3.1,23.0,0.5,11.9,Championship 2018-2019,championship,2018-2019,2018
Ipswich Town,2,46.0,77,5.0,3.0,9.0,4.0,66.8,0.32,-6.2,-0.14,333.0,1071.0,31.1,1163.0,198.0,58.6,45.1,450.0,86.4,58.1,696.0,30.0,4.3,26.0,0.57,11.3,Championship 2018-2019,championship,2018-2019,2018
Leeds United,4,46.0,50,5.0,4.0,6.0,0.0,41.7,0.25,-8.3,-0.18,152.0,497.0,30.6,1251.0,239.0,26.3,27.7,324.0,51.9,44.4,460.0,21.0,4.6,74.0,1.61,18.8,Championship 2018-2019,championship,2018-2019,2018
Middlesbrough,1,46.0,41,4.0,1.0,6.0,2.0,52.4,0.29,13.4,0.29,345.0,917.0,37.6,797.0,145.0,65.2,45.5,435.0,91.3,61.6,659.0,19.0,2.9,23.0,0.5,12.5,Championship 2018-2019,championship,2018-2019,2018
Millwall,3,46.0,64,3.0,3.0,8.0,3.0,53.8,0.32,-7.2,-0.16,336.0,943.0,35.6,805.0,116.0,74.4,48.3,376.0,91.5,62.0,697.0,46.0,6.6,30.0,0.65,10.2,Championship 2018-2019,championship,2018-2019,2018
Norwich City,1,46.0,57,4.0,0.0,13.0,1.0,46.3,0.23,-9.7,-0.21,226.0,805.0,28.1,1403.0,236.0,42.1,37.0,375.0,57.3,47.2,638.0,24.0,3.8,26.0,0.57,13.8,Championship 2018-2019,championship,2018-2019,2018
Nott'ham Forest,2,46.0,54,4.0,0.0,9.0,1.0,58.7,0.27,5.7,0.12,310.0,1055.0,29.4,1150.0,216.0,60.3,33.8,430.0,84.2,56.9,711.0,39.0,5.5,30.0,0.65,10.6,Championship 2018-2019,championship,2018-2019,2018
Preston,3,46.0,67,2.0,2.0,15.0,1.0,58.8,0.26,-7.2,-0.16,312.0,958.0,32.6,1072.0,202.0,56.9,40.9,428.0,81.3,58.8,787.0,17.0,2.2,45.0,1.0,13.0,Championship 2018-2019,championship,2018-2019,2018
QPR,2,46.0,71,10.0,1.0,4.0,0.0,66.1,0.31,-4.9,-0.11,366.0,1034.0,35.4,1132.0,170.0,61.0,37.3,419.0,82.1,57.3,731.0,31.0,4.2,44.0,0.96,11.7,Championship 2018-2019,championship,2018-2019,2018
Reading,4,46.0,66,5.0,1.0,8.0,1.0,73.6,0.29,8.6,0.19,251.0,831.0,30.2,1109.0,221.0,46.9,49.5,444.0,70.0,52.3,819.0,40.0,4.9,19.0,0.41,7.0,Championship 2018-2019,championship,2018-2019,2018
Rotherham Utd,2,46.0,83,7.0,1.0,11.0,0.0,69.7,0.27,-13.3,-0.29,554.0,1406.0,39.4,1099.0,44.0,89.8,56.5,421.0,99.5,68.8,690.0,16.0,2.3,27.0,0.59,12.1,Championship 2018-2019,championship,2018-2019,2018
Sheffield Utd,1,46.0,41,0.0,2.0,9.0,1.0,39.8,0.27,-0.2,0.0,236.0,842.0,28.0,855.0,163.0,59.8,45.2,364.0,90.9,65.1,655.0,35.0,5.3,14.0,0.3,10.1,Championship 2018-2019,championship,2018-2019,2018
Sheffield Weds,2,46.0,62,3.0,1.0,4.0,2.0,61.8,0.28,1.8,0.04,416.0,1112.0,37.4,1127.0,157.0,66.3,52.1,426.0,85.7,60.0,722.0,25.0,3.5,19.0,0.41,11.8,Championship 2018-2019,championship,2018-2019,2018
Stoke City,2,46.0,52,4.0,3.0,5.0,1.0,53.6,0.28,2.6,0.06,338.0,906.0,37.3,1163.0,203.0,49.9,23.1,434.0,75.1,57.3,692.0,42.0,6.1,34.0,0.74,19.0,Championship 2018-2019,championship,2018-2019,2018
Swansea City,2,46.0,62,5.0,2.0,18.0,2.0,53.6,0.27,-6.4,-0.14,226.0,554.0,40.8,1425.0,235.0,25.3,27.6,409.0,47.4,41.9,707.0,17.0,2.4,39.0,0.85,14.6,Championship 2018-2019,championship,2018-2019,2018
West Brom,1,46.0,62,2.0,1.0,8.0,2.0,61.1,0.28,1.1,0.02,297.0,770.0,38.6,1269.0,200.0,41.4,37.2,398.0,61.6,48.9,704.0,20.0,2.8,71.0,1.54,16.7,Championship 2018-2019,championship,2018-2019,2018
Wigan Athletic,2,46.0,64,6.0,1.0,7.0,4.0,54.2,0.27,-5.8,-0.13,306.0,1054.0,29.0,936.0,116.0,72.4,46.3,421.0,89.3,64.1,714.0,33.0,4.6,48.0,1.04,16.6,Championship 2018-2019,championship,2018-2019,2018
Augsburg,2,34.0,46,2.0,2.0,11.0,0.0,45.5,0.26,-0.5,-0.01,274.0,578.0,47.4,946.0,162.0,44.2,37.8,281.0,56.9,44.2,471.0,34.0,7.2,18.0,0.53,12.5,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Bayern Munich,3,34.0,28,1.0,1.0,2.0,3.0,28.7,0.26,3.7,0.11,153.0,369.0,41.5,921.0,161.0,32.1,32.5,179.0,40.8,39.2,280.0,17.0,6.1,42.0,1.24,15.4,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Dortmund,2,34.0,47,3.0,2.0,4.0,0.0,47.0,0.3,0.0,0.0,166.0,506.0,32.8,1083.0,185.0,32.4,32.4,245.0,63.3,49.9,419.0,41.0,9.8,39.0,1.15,14.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Eint Frankfurt,1,34.0,45,2.0,2.0,7.0,2.0,41.3,0.3,-1.7,-0.05,271.0,662.0,40.9,1058.0,164.0,45.0,37.2,241.0,77.2,56.1,483.0,46.0,9.5,59.0,1.74,15.2,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Freiburg,2,34.0,56,4.0,1.0,7.0,4.0,42.8,0.25,-9.2,-0.27,341.0,836.0,40.8,1093.0,130.0,50.0,40.8,330.0,87.9,63.4,570.0,30.0,5.3,23.0,0.68,14.2,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Gladbach,2,34.0,52,4.0,0.0,6.0,1.0,49.5,0.27,-1.5,-0.04,209.0,570.0,36.7,1162.0,158.0,34.7,33.3,280.0,59.6,45.7,587.0,45.0,7.7,27.0,0.79,11.6,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hamburger SV,2,34.0,53,3.0,1.0,5.0,1.0,52.2,0.35,0.2,0.01,186.0,577.0,32.2,986.0,128.0,40.8,40.6,264.0,66.3,52.1,446.0,36.0,8.1,33.0,0.97,14.8,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hannover 96,2,34.0,54,2.0,1.0,11.0,0.0,48.9,0.27,-5.1,-0.15,253.0,569.0,44.5,972.0,181.0,42.8,35.1,300.0,51.0,40.5,563.0,32.0,5.7,23.0,0.68,12.4,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hertha BSC,2,34.0,46,6.0,0.0,7.0,1.0,39.3,0.22,-5.7,-0.17,316.0,840.0,37.6,990.0,106.0,61.2,44.0,277.0,84.5,56.5,522.0,37.0,7.1,19.0,0.56,11.9,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hoffenheim,1,34.0,48,3.0,1.0,9.0,2.0,42.6,0.27,-3.4,-0.1,223.0,590.0,37.8,1181.0,179.0,36.2,33.4,261.0,62.5,47.9,480.0,37.0,7.7,28.0,0.82,12.5,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Köln,1,34.0,70,8.0,0.0,7.0,0.0,66.5,0.29,-3.5,-0.1,302.0,746.0,40.5,787.0,84.0,62.9,44.1,299.0,83.9,57.3,592.0,25.0,4.2,31.0,0.91,13.7,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Leverkusen,2,34.0,44,5.0,2.0,3.0,0.0,39.3,0.29,-4.7,-0.14,197.0,546.0,36.1,1028.0,140.0,39.2,35.0,256.0,55.9,45.6,380.0,29.0,7.6,35.0,1.03,14.4,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Mainz 05,3,34.0,52,5.0,1.0,10.0,1.0,41.9,0.26,-9.1,-0.27,199.0,580.0,34.3,824.0,155.0,43.7,38.7,284.0,77.5,55.1,501.0,31.0,6.2,45.0,1.32,14.3,Bundesliga 2017-2018,bundesliga,2017-2018,2017
RB Leipzig,2,34.0,53,5.0,0.0,8.0,0.0,48.3,0.29,-4.7,-0.14,234.0,563.0,41.6,930.0,158.0,43.7,36.0,213.0,73.7,50.5,451.0,36.0,8.0,35.0,1.03,13.9,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Schalke 04,2,34.0,37,3.0,1.0,3.0,1.0,35.6,0.25,-0.4,-0.01,195.0,489.0,39.9,727.0,129.0,45.7,38.3,245.0,64.1,47.6,463.0,53.0,11.4,19.0,0.56,10.9,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Stuttgart,1,34.0,36,4.0,2.0,2.0,0.0,40.7,0.24,4.7,0.14,296.0,834.0,35.5,1029.0,123.0,57.2,42.8,300.0,81.7,59.0,547.0,34.0,6.2,37.0,1.09,13.6,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Werder Bremen,1,34.0,40,2.0,0.0,6.0,2.0,42.0,0.25,4.0,0.12,234.0,576.0,40.6,915.0,185.0,44.7,38.6,256.0,65.2,49.6,482.0,27.0,5.6,17.0,0.5,10.7,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Wolfsburg,1,34.0,48,6.0,1.0,4.0,2.0,50.4,0.28,4.4,0.13,248.0,654.0,37.9,1043.0,210.0,44.2,38.0,288.0,67.0,52.0,522.0,57.0,10.9,30.0,0.88,12.1,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Arsenal,2,38.0,51,5.0,0.0,6.0,0.0,48.4,0.29,-2.6,-0.07,164.0,460.0,35.7,925.0,250.0,32.9,29.3,253.0,61.7,47.3,508.0,39.0,7.7,59.0,1.55,13.1,Premier League 2017-2018,premier league,2017-2018,2017
Bournemouth,1,38.0,61,2.0,2.0,7.0,1.0,54.8,0.31,-5.2,-0.14,223.0,647.0,34.5,832.0,215.0,45.7,38.9,328.0,81.4,55.5,611.0,35.0,5.7,18.0,0.47,10.2,Premier League 2017-2018,premier league,2017-2018,2017
Brighton,1,38.0,54,1.0,1.0,15.0,5.0,48.8,0.28,-0.2,-0.01,345.0,875.0,39.4,823.0,122.0,66.5,44.5,352.0,93.2,57.9,623.0,38.0,6.1,17.0,0.45,10.2,Premier League 2017-2018,premier league,2017-2018,2017
