Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League,league_name,season,season_start
vs Real Madrid,30,40.3,38.0,20377.0,2548.0,6876.0,8894.0,4799.0,573.0,20369.0,532.0,340.0,63.9,192.0,36.1,11436.0,58738.0,30111.0,545.0,467.0,117.0,499.0,339.0,13087.0,1148.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Real Sociedad,30,44.9,38.0,19586.0,2348.0,6984.0,8569.0,4222.0,579.0,19581.0,480.0,280.0,58.3,200.0,41.7,10251.0,50970.0,23280.0,436.0,319.0,115.0,525.0,347.0,11770.0,1002.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Sevilla,26,55.0,38.0,18445.0,2148.0,6138.0,8069.0,4430.0,579.0,18439.0,510.0,326.0,63.9,184.0,36.1,9885.0,51392.0,25958.0,544.0,445.0,118.0,569.0,308.0,11114.0,1089.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Valencia,30,53.1,38.0,22473.0,1899.0,5948.0,10051.0,6697.0,894.0,22465.0,592.0,394.0,66.6,198.0,33.4,12591.0,65616.0,34084.0,713.0,563.0,163.0,465.0,265.0,14936.0,1630.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Valladolid,32,54.9,38.0,22763.0,2003.0,6612.0,10553.0,5815.0,818.0,22756.0,681.0,434.0,63.7,247.0,36.3,12690.0,65770.0,34552.0,693.0,528.0,152.0,577.0,312.0,14474.0,1539.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Villarreal,29,44.4,38.0,21190.0,2249.0,6635.0,9463.0,5298.0,687.0,21181.0,588.0,349.0,59.4,239.0,40.6,11878.0,62594.0,31052.0,635.0,481.0,140.0,505.0,300.0,13588.0,1219.0,La Liga 2020-2021,la liga,2020-2021,2020
vs Atalanta,30,45.1,38.0,22821.0,3113.0,9294.0,9985.0,3778.0,515.0,22813.0,591.0,326.0,55.2,265.0,44.8,12053.0,63120.0,30356.0,549.0,387.0,109.0,646.0,341.0,14104.0,1030.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Benevento,29,57.7,38.0,24758.0,2107.0,6514.0,12042.0,6453.0,874.0,24753.0,647.0,403.0,62.3,243.0,37.6,14209.0,79989.0,45393.0,862.0,674.0,157.0,554.0,268.0,17121.0,1789.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Bologna,37,49.1,38.0,22130.0,2268.0,6625.0,9662.0,6082.0,904.0,22121.0,540.0,329.0,60.9,209.0,38.7,11637.0,65659.0,34565.0,713.0,579.0,184.0,575.0,333.0,13860.0,1565.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Cagliari,32,55.4,38.0,25039.0,2383.0,7877.0,11332.0,6066.0,964.0,25034.0,647.0,378.0,58.4,269.0,41.6,14022.0,75863.0,40417.0,791.0,534.0,193.0,593.0,320.0,17008.0,1614.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Crotone,31,53.6,38.0,24021.0,2011.0,6398.0,11417.0,6479.0,964.0,24016.0,556.0,331.0,59.5,224.0,40.3,13347.0,71930.0,36675.0,769.0,559.0,229.0,578.0,315.0,16186.0,1665.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Fiorentina,30,53.8,38.0,23782.0,2263.0,7326.0,11387.0,5319.0,745.0,23771.0,544.0,315.0,57.9,229.0,42.1,13985.0,74623.0,40985.0,749.0,527.0,166.0,534.0,267.0,15983.0,1480.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Genoa,34,60.0,38.0,26116.0,2165.0,7335.0,12572.0,6449.0,890.0,26109.0,640.0,385.0,60.2,255.0,39.8,15104.0,78153.0,41066.0,811.0,586.0,190.0,654.0,300.0,17868.0,1781.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Hellas Verona,32,50.2,38.0,21619.0,2443.0,7204.0,9606.0,5054.0,850.0,21612.0,413.0,240.0,58.1,173.0,41.9,11223.0,58223.0,27416.0,546.0,421.0,180.0,608.0,292.0,12987.0,1246.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Inter,25,47.6,38.0,23488.0,2594.0,7409.0,10843.0,5440.0,615.0,23481.0,527.0,314.0,59.6,213.0,40.4,14098.0,71745.0,35823.0,667.0,582.0,125.0,472.0,294.0,16520.0,1261.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Juventus,30,42.9,38.0,21560.0,2598.0,6982.0,9238.0,5568.0,679.0,21551.0,612.0,369.0,60.3,243.0,39.7,12552.0,65756.0,34066.0,690.0,553.0,159.0,535.0,323.0,14305.0,1351.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Lazio,30,46.9,38.0,22633.0,2462.0,7359.0,10690.0,4827.0,671.0,22623.0,678.0,424.0,62.5,254.0,37.5,12738.0,69870.0,37028.0,715.0,503.0,137.0,585.0,341.0,14643.0,1321.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Milan,29,48.1,38.0,22287.0,2568.0,7271.0,9902.0,5361.0,762.0,22282.0,605.0,329.0,54.4,276.0,45.6,12212.0,67125.0,33618.0,637.0,501.0,149.0,610.0,351.0,14339.0,1523.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Napoli,25,44.8,38.0,21891.0,2681.0,7939.0,9763.0,4405.0,644.0,21886.0,635.0,378.0,59.5,257.0,40.5,12552.0,64499.0,32764.0,568.0,443.0,119.0,490.0,317.0,14733.0,1311.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Parma,42,52.3,38.0,24159.0,2083.0,6454.0,11670.0,6316.0,909.0,24156.0,696.0,426.0,61.2,269.0,38.6,14050.0,80845.0,44875.0,933.0,618.0,184.0,531.0,316.0,16555.0,1747.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Roma,31,47.5,38.0,22203.0,2562.0,8056.0,10222.0,4179.0,690.0,22197.0,583.0,376.0,64.5,206.0,35.3,12522.0,65288.0,33785.0,553.0,418.0,139.0,560.0,272.0,14928.0,1115.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Sampdoria,27,54.9,38.0,25578.0,2585.0,8401.0,11240.0,6149.0,898.0,25569.0,634.0,383.0,60.4,251.0,39.6,14504.0,76768.0,39269.0,732.0,533.0,187.0,607.0,325.0,17125.0,1624.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Sassuolo,28,40.0,38.0,19524.0,2402.0,7032.0,7677.0,5028.0,904.0,19519.0,543.0,302.0,55.6,241.0,44.4,10661.0,60114.0,31450.0,695.0,432.0,202.0,549.0,287.0,11943.0,1235.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Spezia,35,47.8,38.0,21955.0,2463.0,8017.0,9843.0,4324.0,802.0,21945.0,619.0,352.0,56.9,265.0,42.8,11732.0,61595.0,30859.0,570.0,340.0,160.0,557.0,302.0,14079.0,1317.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Torino,29,52.8,38.0,23433.0,2232.0,7051.0,10981.0,5643.0,874.0,23423.0,569.0,322.0,56.6,247.0,43.4,13311.0,68228.0,36124.0,666.0,530.0,185.0,607.0,283.0,15491.0,1550.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Udinese,33,53.9,38.0,24338.0,2213.0,6659.0,12119.0,5776.0,749.0,24324.0,547.0,338.0,61.8,209.0,38.2,14339.0,76265.0,40779.0,717.0,547.0,125.0,587.0,293.0,16756.0,1669.0,Serie A 2020-2021,serie a,2020-2021,2020
vs Angers,31,53.8,38.0,25939.0,2035.0,7724.0,13295.0,5177.0,646.0,25931.0,754.0,440.0,58.4,314.0,41.6,15510.0,81252.0,42651.0,731.0,532.0,136.0,611.0,312.0,17693.0,1625.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Bordeaux,28,50.3,38.0,23575.0,1945.0,6841.0,11483.0,5488.0,729.0,23567.0,623.0,370.0,59.4,253.0,40.6,13650.0,72085.0,37848.0,756.0,559.0,182.0,552.0,314.0,15742.0,1555.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Brest,26,50.7,38.0,24340.0,2182.0,6901.0,11726.0,5922.0,804.0,24328.0,633.0,349.0,55.1,284.0,44.9,13907.0,73304.0,37566.0,730.0,530.0,162.0,693.0,326.0,16326.0,1706.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Dijon,33,53.8,38.0,25040.0,1891.0,7251.0,12426.0,5611.0,893.0,25030.0,662.0,383.0,57.9,278.0,42.0,14623.0,73487.0,37926.0,720.0,510.0,195.0,671.0,323.0,16857.0,1673.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Lens,27,48.6,38.0,22302.0,2201.0,7302.0,10479.0,4740.0,626.0,22291.0,533.0,296.0,55.5,237.0,44.5,12552.0,64058.0,31928.0,569.0,404.0,118.0,597.0,364.0,14142.0,1206.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Lille,21,46.1,38.0,22989.0,2403.0,8505.0,10486.0,4269.0,545.0,22987.0,707.0,402.0,56.9,305.0,43.1,12984.0,64757.0,31278.0,607.0,447.0,135.0,628.0,348.0,14751.0,1248.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Lorient,27,55.4,38.0,25413.0,1964.0,7488.0,12625.0,5529.0,745.0,25402.0,812.0,479.0,59.0,333.0,41.0,14683.0,75142.0,38845.0,679.0,538.0,141.0,646.0,389.0,17269.0,1549.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Lyon,29,45.1,38.0,22032.0,2731.0,8140.0,9623.0,4499.0,633.0,22025.0,639.0,375.0,58.7,264.0,41.3,12701.0,65601.0,34346.0,660.0,506.0,147.0,623.0,319.0,13876.0,1180.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Marseille,31,46.1,38.0,21883.0,2090.0,6778.0,10300.0,5073.0,687.0,21880.0,667.0,354.0,53.1,313.0,46.9,12306.0,66609.0,33923.0,659.0,509.0,145.0,625.0,342.0,13651.0,1317.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Metz,27,54.7,38.0,24424.0,2097.0,7357.0,11956.0,5346.0,778.0,24411.0,675.0,370.0,54.8,305.0,45.2,14205.0,75775.0,40290.0,689.0,441.0,171.0,618.0,380.0,16262.0,1561.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Monaco,30,44.0,38.0,21656.0,2514.0,7922.0,9965.0,3974.0,487.0,21651.0,696.0,364.0,52.3,332.0,47.7,12180.0,59634.0,28757.0,536.0,413.0,94.0,667.0,401.0,13378.0,1169.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Montpellier,25,54.7,38.0,24235.0,2047.0,6783.0,12204.0,5525.0,833.0,24223.0,707.0,423.0,59.8,284.0,40.2,14370.0,79741.0,44746.0,847.0,624.0,169.0,601.0,245.0,16220.0,1711.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Nantes,25,56.3,38.0,25769.0,2239.0,8231.0,12424.0,5352.0,720.0,25757.0,777.0,409.0,52.6,368.0,47.4,14592.0,70452.0,34705.0,597.0,426.0,149.0,683.0,328.0,17069.0,1588.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Nice,31,45.5,38.0,22279.0,2162.0,6805.0,10476.0,5211.0,786.0,22273.0,629.0,372.0,59.1,256.0,40.7,12979.0,65486.0,33008.0,667.0,483.0,183.0,596.0,343.0,14650.0,1371.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Nîmes,33,55.6,38.0,25381.0,1983.0,7039.0,12771.0,5801.0,833.0,25371.0,710.0,399.0,56.2,310.0,43.7,14860.0,75801.0,40757.0,742.0,538.0,165.0,670.0,315.0,17008.0,1763.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Paris S-G,33,36.5,38.0,19397.0,2619.0,7615.0,8113.0,3909.0,586.0,19395.0,700.0,407.0,58.1,293.0,41.9,10644.0,58026.0,30153.0,625.0,446.0,142.0,547.0,316.0,12034.0,1057.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Reims,29,55.2,38.0,25081.0,1969.0,7105.0,12184.0,6034.0,809.0,25073.0,645.0,369.0,57.2,276.0,42.8,15095.0,84079.0,45801.0,840.0,660.0,148.0,586.0,380.0,17332.0,1608.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Rennes,32,40.5,38.0,20654.0,2339.0,7327.0,9637.0,3946.0,549.0,20650.0,564.0,330.0,58.5,234.0,41.5,11863.0,59268.0,29871.0,513.0,373.0,120.0,604.0,353.0,12687.0,1180.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Saint-Étienne,40,51.7,38.0,23358.0,2227.0,7293.0,11224.0,5069.0,682.0,23349.0,700.0,374.0,53.4,326.0,46.6,12842.0,66780.0,34106.0,588.0,449.0,130.0,686.0,390.0,14746.0,1489.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs Strasbourg,26,54.4,38.0,24606.0,2033.0,7019.0,12767.0,5033.0,660.0,24598.0,615.0,335.0,54.5,280.0,45.5,14261.0,75754.0,40503.0,734.0,521.0,131.0,606.0,353.0,16588.0,1572.0,Ligue 1 2020-2021,ligue 1,2020-2021,2020
vs ADO Den Haag,37,57.6,34.0,22978.0,1748.0,5809.0,11211.0,6202.0,1076.0,22971.0,553.0,312.0,56.4,241.0,43.6,13164.0,77196.0,41917.0,808.0,568.0,218.0,602.0,301.0,15250.0,1780.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Ajax,30,36.0,34.0,16671.0,3066.0,7491.0,6339.0,3027.0,477.0,16669.0,513.0,313.0,61.0,200.0,39.0,8171.0,48479.0,23727.0,472.0,324.0,134.0,584.0,348.0,8814.0,794.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs AZ Alkmaar,25,45.0,34.0,19289.0,2465.0,6902.0,8613.0,3970.0,551.0,19285.0,517.0,303.0,58.6,214.0,41.4,10691.0,55938.0,27727.0,479.0,380.0,89.0,586.0,276.0,11869.0,1163.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Emmen,32,46.3,34.0,20243.0,2004.0,6108.0,9145.0,5183.0,785.0,20239.0,572.0,359.0,62.8,213.0,37.2,11134.0,62234.0,32239.0,630.0,435.0,170.0,559.0,340.0,12589.0,1359.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Feyenoord,30,44.6,34.0,19597.0,2379.0,6809.0,9019.0,3983.0,598.0,19588.0,569.0,331.0,58.2,238.0,41.8,11154.0,60730.0,32740.0,585.0,371.0,150.0,552.0,334.0,12141.0,1261.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Fortuna Sittard,30,54.2,34.0,21722.0,1969.0,6304.0,10284.0,5351.0,799.0,21712.0,617.0,358.0,58.0,255.0,41.3,12032.0,66616.0,34465.0,671.0,482.0,159.0,633.0,319.0,13448.0,1539.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Groningen,29,50.6,34.0,20011.0,2197.0,6924.0,9023.0,4245.0,622.0,20005.0,529.0,301.0,56.9,228.0,43.1,10514.0,56160.0,27634.0,517.0,318.0,121.0,585.0,303.0,12259.0,1201.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Heerenveen,24,52.5,34.0,22267.0,2103.0,6359.0,10284.0,5870.0,917.0,22259.0,635.0,348.0,54.8,287.0,45.2,12567.0,69621.0,34737.0,713.0,459.0,196.0,533.0,305.0,14421.0,1585.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Heracles Almelo,28,53.5,34.0,22227.0,2059.0,7319.0,10228.0,4879.0,657.0,22221.0,622.0,336.0,54.0,286.0,46.0,12507.0,60972.0,28886.0,474.0,362.0,123.0,660.0,379.0,14305.0,1417.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs PSV Eindhoven,36,41.0,34.0,19007.0,2654.0,7610.0,8145.0,3473.0,434.0,19001.0,539.0,300.0,55.7,239.0,44.3,9749.0,50447.0,23367.0,424.0,285.0,90.0,619.0,301.0,10947.0,985.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs RKC Waalwijk,27,52.3,34.0,21948.0,2055.0,7107.0,9896.0,5175.0,889.0,21942.0,580.0,340.0,58.6,240.0,41.4,12382.0,67112.0,34884.0,692.0,462.0,204.0,586.0,292.0,13866.0,1507.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Sparta R'dam,23,56.5,34.0,22945.0,2036.0,7002.0,11101.0,5045.0,670.0,22940.0,624.0,352.0,56.4,272.0,43.6,13049.0,70437.0,37208.0,603.0,404.0,117.0,687.0,361.0,14802.0,1499.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Twente,28,50.4,34.0,21247.0,2275.0,7371.0,9445.0,4657.0,674.0,21236.0,560.0,313.0,55.9,247.0,44.1,11415.0,60746.0,29207.0,552.0,386.0,150.0,707.0,357.0,12764.0,1215.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Utrecht,31,50.8,34.0,21652.0,2736.0,8264.0,9424.0,4153.0,554.0,21647.0,512.0,272.0,53.1,240.0,46.9,12388.0,66071.0,34330.0,554.0,437.0,118.0,600.0,349.0,13483.0,1155.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Vitesse,26,45.4,34.0,18761.0,2304.0,6825.0,8161.0,4012.0,524.0,18757.0,652.0,364.0,55.8,289.0,44.3,9794.0,52947.0,26194.0,523.0,418.0,122.0,610.0,311.0,10855.0,1072.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs VVV-Venlo,29,57.1,34.0,22258.0,1664.0,5828.0,10553.0,6102.0,973.0,22247.0,593.0,336.0,56.7,257.0,43.3,13060.0,75490.0,41170.0,843.0,570.0,220.0,645.0,292.0,14451.0,1676.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Willem II,30,56.8,34.0,23170.0,2028.0,6797.0,11402.0,5223.0,751.0,23161.0,581.0,344.0,59.2,237.0,40.8,13467.0,71123.0,37085.0,650.0,472.0,142.0,638.0,378.0,14880.0,1473.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs Zwolle,27,48.9,34.0,20443.0,2239.0,6706.0,9058.0,4922.0,714.0,20440.0,642.0,371.0,57.8,271.0,42.2,11196.0,59077.0,29503.0,567.0,394.0,134.0,590.0,315.0,12659.0,1335.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
vs B-SAD,29,,34.0,20740.0,1871.0,6347.0,9936.0,4696.0,588.0,20730.0,561.0,331.0,59.0,228.0,40.6,11409.0,60735.0,30000.0,564.0,436.0,111.0,519.0,306.0,13131.0,1247.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Benfica,32,37.0,34.0,16405.0,2252.0,6740.0,6901.0,3004.0,412.0,16401.0,553.0,315.0,57.0,238.0,43.0,8102.0,45130.0,21539.0,439.0,323.0,82.0,511.0,250.0,8848.0,781.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Boavista,25,57.1,34.0,20596.0,1648.0,6203.0,9456.0,5152.0,683.0,20584.0,593.0,358.0,60.4,235.0,39.6,11731.0,56062.0,28796.0,519.0,393.0,105.0,499.0,305.0,13509.0,1416.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Braga,33,42.5,34.0,18026.0,2265.0,6782.0,8035.0,3440.0,458.0,18022.0,610.0,367.0,60.2,243.0,39.8,9690.0,49031.0,22015.0,430.0,328.0,99.0,526.0,265.0,10790.0,926.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Famalicão,40,49.0,34.0,18649.0,1687.0,6172.0,8627.0,4081.0,558.0,18644.0,558.0,323.0,57.9,235.0,42.1,10389.0,53766.0,25994.0,501.0,366.0,119.0,571.0,289.0,11647.0,1075.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Farense,30,57.3,34.0,19897.0,2079.0,6565.0,8928.0,4624.0,630.0,19890.0,535.0,322.0,60.2,213.0,39.8,10503.0,54774.0,28580.0,540.0,396.0,121.0,547.0,269.0,12357.0,1330.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Gil Vicente FC,29,52.1,34.0,20279.0,1789.0,6143.0,10063.0,4303.0,564.0,20272.0,531.0,314.0,59.1,218.0,41.1,11360.0,58975.0,29323.0,524.0,388.0,102.0,534.0,244.0,13039.0,1173.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Marítimo,33,56.0,34.0,20301.0,1656.0,5693.0,9664.0,5163.0,686.0,20296.0,547.0,309.0,56.5,235.0,43.0,11725.0,60303.0,30966.0,575.0,449.0,124.0,552.0,302.0,13147.0,1407.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Moreirense,31,52.7,34.0,19928.0,1682.0,6475.0,9207.0,4514.0,709.0,19922.0,547.0,332.0,60.7,215.0,39.3,11322.0,57119.0,27608.0,474.0,374.0,128.0,580.0,314.0,12643.0,1286.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Nacional,30,53.3,34.0,19187.0,1723.0,5729.0,8865.0,4798.0,671.0,19175.0,610.0,347.0,56.9,263.0,43.1,10465.0,51823.0,25775.0,538.0,386.0,127.0,552.0,237.0,11686.0,1311.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Paços de Ferreira,27,54.0,34.0,20006.0,1802.0,6323.0,9456.0,4441.0,579.0,19998.0,593.0,367.0,61.9,224.0,37.8,11259.0,59084.0,30032.0,505.0,356.0,105.0,534.0,357.0,12894.0,1307.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Portimonense,28,48.9,34.0,18532.0,1815.0,6193.0,8441.0,4105.0,558.0,18526.0,548.0,313.0,57.1,235.0,42.9,9163.0,49778.0,24938.0,464.0,377.0,95.0,583.0,305.0,10728.0,1045.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Porto,31,38.8,34.0,15983.0,2304.0,6607.0,6664.0,2922.0,381.0,15979.0,524.0,294.0,56.1,229.0,43.7,7626.0,41828.0,21278.0,400.0,291.0,88.0,509.0,257.0,8494.0,782.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Rio Ave,30,48.0,34.0,18979.0,1867.0,6256.0,8675.0,4253.0,561.0,18976.0,569.0,313.0,55.0,255.0,44.8,11088.0,53235.0,25307.0,501.0,389.0,121.0,560.0,261.0,11772.0,1048.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Santa Clara,29,52.1,34.0,18885.0,1878.0,6155.0,8855.0,4056.0,547.0,18879.0,555.0,323.0,58.2,232.0,41.8,10095.0,51585.0,25630.0,511.0,339.0,105.0,528.0,301.0,11527.0,1127.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Sporting CP,30,42.3,34.0,16920.0,2160.0,6203.0,7740.0,3165.0,401.0,16918.0,522.0,286.0,54.8,236.0,45.2,8701.0,44248.0,19490.0,377.0,311.0,97.0,523.0,290.0,9581.0,926.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Tondela,26,52.1,34.0,20717.0,1637.0,6202.0,9974.0,4749.0,725.0,20713.0,579.0,335.0,57.9,244.0,42.1,11963.0,59626.0,28477.0,535.0,382.0,143.0,601.0,284.0,13340.0,1343.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Vitória,30,50.9,34.0,19887.0,2005.0,6714.0,9317.0,4082.0,580.0,19883.0,496.0,278.0,56.0,218.0,44.0,11441.0,55646.0,27879.0,493.0,371.0,112.0,506.0,252.0,12727.0,1163.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
vs Barnsley,29,53.0,46.0,26580.0,3300.0,11097.0,10470.0,5257.0,716.0,26577.0,713.0,384.0,53.9,329.0,46.1,10885.0,52817.0,22956.0,399.0,245.0,106.0,856.0,450.0,12888.0,1155.0,Championship 2020-2021,championship,2020-2021,2020
vs Birmingham City,34,53.5,46.0,25890.0,2647.0,9179.0,11367.0,5579.0,834.0,25879.0,612.0,333.0,54.4,279.0,45.6,12530.0,69301.0,34465.0,554.0,359.0,130.0,766.0,389.0,14421.0,1367.0,Championship 2020-2021,championship,2020-2021,2020
vs Blackburn,32,42.2,46.0,22763.0,2801.0,8128.0,9366.0,5557.0,842.0,22759.0,616.0,331.0,53.7,284.0,46.1,10653.0,59229.0,28768.0,601.0,415.0,173.0,710.0,392.0,11896.0,1274.0,Championship 2020-2021,championship,2020-2021,2020
vs Bournemouth,29,41.9,46.0,22309.0,2568.0,7510.0,9306.0,5757.0,760.0,22304.0,471.0,260.0,55.2,211.0,44.8,10255.0,54167.0,25602.0,513.0,394.0,136.0,674.0,325.0,11757.0,1236.0,Championship 2020-2021,championship,2020-2021,2020
vs Brentford,29,44.3,46.0,23171.0,2800.0,7703.0,10136.0,5601.0,667.0,23167.0,641.0,344.0,53.7,297.0,46.3,11416.0,57929.0,26863.0,497.0,407.0,114.0,663.0,325.0,12847.0,1297.0,Championship 2020-2021,championship,2020-2021,2020
vs Bristol City,39,54.1,46.0,27354.0,2165.0,7907.0,12569.0,7123.0,1048.0,27348.0,657.0,386.0,58.8,271.0,41.2,14632.0,75750.0,37892.0,731.0,524.0,206.0,727.0,338.0,16481.0,1816.0,Championship 2020-2021,championship,2020-2021,2020
vs Cardiff City,30,55.3,46.0,26258.0,2753.0,8916.0,11376.0,6194.0,848.0,26253.0,576.0,336.0,58.3,240.0,41.7,14071.0,77303.0,38729.0,726.0,517.0,160.0,698.0,378.0,15407.0,1553.0,Championship 2020-2021,championship,2020-2021,2020
vs Coventry City,29,52.1,46.0,27325.0,2612.0,8951.0,12385.0,6285.0,846.0,27314.0,751.0,436.0,58.1,315.0,41.9,14293.0,74734.0,36635.0,728.0,482.0,162.0,795.0,380.0,16096.0,1564.0,Championship 2020-2021,championship,2020-2021,2020
vs Derby County,37,48.9,46.0,25517.0,2592.0,8748.0,11441.0,5567.0,796.0,25514.0,634.0,339.0,53.5,295.0,46.5,13120.0,69278.0,34140.0,596.0,414.0,120.0,679.0,388.0,15014.0,1529.0,Championship 2020-2021,championship,2020-2021,2020
vs Huddersfield,35,43.8,46.0,23060.0,2404.0,7103.0,10142.0,6081.0,953.0,23053.0,609.0,340.0,55.8,269.0,44.2,11706.0,65773.0,31412.0,595.0,399.0,192.0,731.0,344.0,13024.0,1333.0,Championship 2020-2021,championship,2020-2021,2020
vs Luton Town,27,50.3,46.0,25857.0,2820.0,9326.0,10551.0,6248.0,895.0,25852.0,647.0,336.0,51.9,311.0,48.1,13071.0,71054.0,35848.0,686.0,481.0,169.0,803.0,303.0,14291.0,1467.0,Championship 2020-2021,championship,2020-2021,2020
vs Middlesbrough,31,53.0,46.0,24654.0,2817.0,9230.0,10419.0,5202.0,774.0,24646.0,507.0,231.0,45.6,276.0,54.4,11240.0,64476.0,33135.0,562.0,361.0,139.0,862.0,377.0,12969.0,1409.0,Championship 2020-2021,championship,2020-2021,2020
vs Millwall,27,54.2,46.0,28467.0,2670.0,9294.0,13412.0,6033.0,850.0,28463.0,551.0,305.0,55.4,246.0,44.6,15147.0,79668.0,40095.0,669.0,493.0,143.0,769.0,385.0,17315.0,1603.0,Championship 2020-2021,championship,2020-2021,2020
vs Norwich City,30,39.3,46.0,22754.0,2742.0,7621.0,9443.0,5938.0,850.0,22747.0,602.0,352.0,58.5,250.0,41.5,11245.0,59450.0,28646.0,608.0,403.0,143.0,662.0,385.0,12612.0,1421.0,Championship 2020-2021,championship,2020-2021,2020
