Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,League,league_name,season,season_start
Fortuna Sittard,28,34.0,653.0,401.0,363.0,233.0,57.0,303.0,701.0,43.2,398.0,378.0,106.0,272.0,331.0,984.0,773.0,12.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Groningen,27,34.0,783.0,493.0,413.0,286.0,84.0,287.0,578.0,49.7,291.0,400.0,89.0,311.0,437.0,1220.0,685.0,7.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Heerenveen,24,34.0,577.0,364.0,291.0,237.0,49.0,227.0,550.0,41.3,323.0,352.0,123.0,229.0,343.0,920.0,888.0,15.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Heracles Almelo,25,34.0,676.0,409.0,342.0,268.0,66.0,275.0,609.0,45.2,334.0,418.0,111.0,307.0,368.0,1044.0,706.0,12.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
NAC Breda,34,34.0,598.0,368.0,360.0,201.0,37.0,211.0,540.0,39.1,329.0,378.0,152.0,226.0,410.0,1008.0,998.0,15.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
PSV Eindhoven,26,34.0,600.0,345.0,239.0,285.0,76.0,228.0,535.0,42.6,307.0,338.0,73.0,265.0,297.0,897.0,626.0,11.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Utrecht,27,34.0,627.0,415.0,329.0,246.0,52.0,251.0,531.0,47.3,280.0,346.0,109.0,237.0,310.0,937.0,693.0,10.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Vitesse,26,34.0,663.0,414.0,339.0,262.0,62.0,248.0,518.0,47.9,270.0,336.0,82.0,254.0,377.0,1040.0,723.0,8.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
VVV-Venlo,24,34.0,621.0,391.0,326.0,248.0,47.0,248.0,506.0,49.0,258.0,378.0,136.0,242.0,371.0,992.0,904.0,6.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Willem II,28,34.0,569.0,369.0,292.0,230.0,47.0,200.0,469.0,42.6,269.0,378.0,102.0,276.0,367.0,936.0,776.0,16.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Zwolle,26,34.0,557.0,344.0,280.0,228.0,49.0,196.0,497.0,39.4,301.0,320.0,75.0,245.0,333.0,890.0,706.0,10.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
Aves,34,34.0,588.0,402.0,294.0,236.0,58.0,191.0,420.0,45.5,229.0,316.0,99.0,217.0,424.0,1012.0,879.0,6.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
B-SAD,31,34.0,511.0,341.0,285.0,178.0,48.0,183.0,437.0,41.9,254.0,335.0,119.0,216.0,455.0,966.0,789.0,14.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Benfica,29,34.0,644.0,446.0,265.0,294.0,85.0,196.0,466.0,42.1,270.0,322.0,65.0,257.0,377.0,1021.0,580.0,7.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Boavista,31,34.0,548.0,393.0,290.0,198.0,60.0,197.0,462.0,42.6,265.0,347.0,121.0,226.0,484.0,1032.0,991.0,7.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Braga,24,34.0,615.0,416.0,273.0,269.0,73.0,174.0,452.0,38.5,278.0,375.0,95.0,280.0,401.0,1016.0,698.0,6.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Chaves,33,34.0,567.0,397.0,289.0,222.0,56.0,191.0,429.0,44.5,238.0,360.0,103.0,257.0,423.0,990.0,808.0,5.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Feirense,33,34.0,532.0,358.0,286.0,186.0,60.0,171.0,411.0,41.6,240.0,312.0,92.0,220.0,415.0,947.0,743.0,15.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Marítimo,30,34.0,541.0,364.0,280.0,213.0,48.0,140.0,338.0,41.4,198.0,357.0,115.0,242.0,436.0,977.0,860.0,3.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Moreirense,26,34.0,562.0,398.0,264.0,233.0,65.0,206.0,411.0,50.1,205.0,317.0,68.0,249.0,435.0,997.0,690.0,3.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Nacional,30,34.0,560.0,382.0,283.0,210.0,67.0,142.0,353.0,40.2,211.0,333.0,93.0,240.0,443.0,1003.0,640.0,6.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Portimonense,32,34.0,534.0,367.0,275.0,203.0,56.0,146.0,364.0,40.1,218.0,324.0,96.0,228.0,405.0,939.0,761.0,5.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Porto,27,34.0,544.0,385.0,220.0,253.0,71.0,142.0,338.0,42.0,196.0,332.0,85.0,247.0,450.0,994.0,545.0,3.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Rio Ave,33,34.0,478.0,320.0,255.0,184.0,39.0,151.0,371.0,40.7,220.0,344.0,110.0,234.0,353.0,831.0,821.0,13.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Santa Clara,31,34.0,472.0,324.0,248.0,183.0,41.0,133.0,349.0,38.1,216.0,370.0,113.0,257.0,440.0,912.0,796.0,7.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Sporting CP,31,34.0,568.0,410.0,262.0,235.0,71.0,181.0,438.0,41.3,257.0,331.0,89.0,242.0,399.0,967.0,570.0,6.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Tondela,25,34.0,556.0,390.0,292.0,209.0,55.0,166.0,407.0,40.8,241.0,349.0,89.0,260.0,394.0,950.0,758.0,2.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Vitória,29,34.0,514.0,359.0,236.0,220.0,58.0,173.0,405.0,42.7,232.0,328.0,101.0,227.0,354.0,868.0,738.0,6.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Vitória Setúbal,31,34.0,536.0,385.0,265.0,216.0,55.0,158.0,440.0,35.9,282.0,334.0,97.0,237.0,408.0,944.0,711.0,3.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
Aston Villa,31,46.0,615.0,373.0,278.0,281.0,56.0,239.0,505.0,47.3,266.0,434.0,143.0,291.0,351.0,966.0,1165.0,26.0,Championship 2018-2019,championship,2018-2019,2018
Birmingham City,25,46.0,716.0,447.0,335.0,316.0,65.0,257.0,588.0,43.7,331.0,550.0,128.0,422.0,532.0,1248.0,1263.0,9.0,Championship 2018-2019,championship,2018-2019,2018
Blackburn,28,46.0,762.0,469.0,364.0,316.0,82.0,249.0,595.0,41.8,346.0,549.0,185.0,364.0,479.0,1241.0,1030.0,12.0,Championship 2018-2019,championship,2018-2019,2018
Bolton,32,45.0,749.0,456.0,377.0,296.0,76.0,257.0,643.0,40.0,386.0,497.0,196.0,301.0,498.0,1247.0,1451.0,27.0,Championship 2018-2019,championship,2018-2019,2018
Brentford,30,45.0,680.0,419.0,343.0,245.0,92.0,285.0,609.0,46.8,324.0,442.0,99.0,343.0,453.0,1133.0,912.0,19.0,Championship 2018-2019,championship,2018-2019,2018
Bristol City,29,46.0,636.0,384.0,300.0,274.0,62.0,220.0,495.0,44.4,275.0,475.0,149.0,326.0,520.0,1156.0,1112.0,13.0,Championship 2018-2019,championship,2018-2019,2018
Derby County,29,46.0,727.0,436.0,354.0,300.0,73.0,254.0,626.0,40.6,372.0,493.0,171.0,322.0,468.0,1195.0,996.0,23.0,Championship 2018-2019,championship,2018-2019,2018
Hull City,28,46.0,756.0,467.0,373.0,336.0,47.0,301.0,662.0,45.5,361.0,496.0,157.0,339.0,488.0,1244.0,1440.0,15.0,Championship 2018-2019,championship,2018-2019,2018
Ipswich Town,38,46.0,758.0,480.0,370.0,314.0,74.0,293.0,661.0,44.3,368.0,540.0,175.0,365.0,541.0,1299.0,1179.0,22.0,Championship 2018-2019,championship,2018-2019,2018
Leeds United,28,46.0,902.0,546.0,433.0,382.0,87.0,354.0,767.0,46.2,413.0,498.0,116.0,382.0,456.0,1358.0,858.0,27.0,Championship 2018-2019,championship,2018-2019,2018
Middlesbrough,24,46.0,671.0,412.0,338.0,261.0,72.0,236.0,547.0,43.1,311.0,514.0,178.0,336.0,386.0,1057.0,1320.0,16.0,Championship 2018-2019,championship,2018-2019,2018
Millwall,29,46.0,638.0,401.0,332.0,237.0,69.0,244.0,570.0,42.8,326.0,475.0,148.0,327.0,417.0,1055.0,1161.0,5.0,Championship 2018-2019,championship,2018-2019,2018
Norwich City,24,46.0,760.0,483.0,386.0,280.0,94.0,317.0,673.0,47.1,356.0,516.0,130.0,386.0,445.0,1205.0,984.0,10.0,Championship 2018-2019,championship,2018-2019,2018
Nott'ham Forest,32,46.0,815.0,522.0,438.0,293.0,84.0,291.0,641.0,45.4,350.0,569.0,151.0,418.0,496.0,1311.0,1228.0,10.0,Championship 2018-2019,championship,2018-2019,2018
Preston,31,46.0,639.0,409.0,317.0,275.0,47.0,259.0,562.0,46.1,303.0,537.0,177.0,360.0,459.0,1098.0,1294.0,15.0,Championship 2018-2019,championship,2018-2019,2018
QPR,29,46.0,713.0,433.0,348.0,291.0,74.0,225.0,522.0,43.1,297.0,444.0,141.0,303.0,489.0,1202.0,1327.0,21.0,Championship 2018-2019,championship,2018-2019,2018
Reading,39,46.0,706.0,421.0,365.0,283.0,58.0,250.0,531.0,47.1,281.0,487.0,164.0,323.0,433.0,1139.0,1328.0,19.0,Championship 2018-2019,championship,2018-2019,2018
Rotherham Utd,26,46.0,761.0,452.0,385.0,261.0,115.0,263.0,650.0,40.5,387.0,503.0,140.0,363.0,509.0,1270.0,1307.0,15.0,Championship 2018-2019,championship,2018-2019,2018
Sheffield Utd,26,46.0,697.0,405.0,354.0,268.0,75.0,288.0,644.0,44.7,356.0,457.0,138.0,319.0,497.0,1194.0,1193.0,10.0,Championship 2018-2019,championship,2018-2019,2018
Sheffield Weds,31,46.0,846.0,525.0,432.0,345.0,69.0,285.0,647.0,44.0,362.0,598.0,184.0,414.0,492.0,1338.0,1268.0,20.0,Championship 2018-2019,championship,2018-2019,2018
Stoke City,30,46.0,723.0,455.0,370.0,292.0,61.0,274.0,581.0,47.2,307.0,442.0,147.0,295.0,470.0,1193.0,1148.0,10.0,Championship 2018-2019,championship,2018-2019,2018
Swansea City,28,46.0,683.0,399.0,338.0,273.0,72.0,223.0,493.0,45.2,270.0,454.0,145.0,309.0,379.0,1062.0,1071.0,20.0,Championship 2018-2019,championship,2018-2019,2018
West Brom,29,46.0,656.0,400.0,332.0,269.0,55.0,243.0,551.0,44.1,308.0,519.0,180.0,339.0,449.0,1105.0,1080.0,20.0,Championship 2018-2019,championship,2018-2019,2018
Wigan Athletic,32,46.0,683.0,397.0,347.0,259.0,77.0,254.0,582.0,43.6,328.0,552.0,208.0,344.0,352.0,1035.0,1200.0,22.0,Championship 2018-2019,championship,2018-2019,2018
Augsburg,27,34.0,723.0,543.0,361.0,292.0,70.0,364.0,603.0,60.4,239.0,400.0,107.0,293.0,400.0,1123.0,835.0,15.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Bayern Munich,28,34.0,609.0,467.0,269.0,248.0,92.0,308.0,549.0,56.1,241.0,313.0,75.0,238.0,355.0,964.0,399.0,11.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Dortmund,30,34.0,695.0,510.0,305.0,307.0,83.0,346.0,602.0,57.5,256.0,390.0,73.0,317.0,336.0,1031.0,657.0,17.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Eint Frankfurt,28,34.0,623.0,483.0,271.0,295.0,57.0,289.0,541.0,53.4,252.0,465.0,101.0,364.0,409.0,1032.0,918.0,8.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Freiburg,29,34.0,639.0,465.0,300.0,289.0,50.0,284.0,551.0,51.5,267.0,421.0,117.0,304.0,392.0,1031.0,802.0,6.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Gladbach,27,34.0,674.0,488.0,326.0,277.0,71.0,343.0,598.0,57.4,255.0,466.0,108.0,358.0,384.0,1058.0,719.0,17.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hamburger SV,29,34.0,729.0,543.0,346.0,313.0,70.0,331.0,641.0,51.6,310.0,496.0,112.0,384.0,367.0,1096.0,768.0,16.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hannover 96,26,34.0,668.0,490.0,346.0,269.0,53.0,353.0,661.0,53.4,308.0,474.0,134.0,340.0,382.0,1050.0,962.0,19.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hertha BSC,25,34.0,655.0,488.0,325.0,268.0,62.0,313.0,515.0,60.8,202.0,436.0,91.0,345.0,386.0,1041.0,876.0,13.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Hoffenheim,26,34.0,688.0,516.0,325.0,300.0,63.0,320.0,571.0,56.0,251.0,440.0,98.0,342.0,345.0,1033.0,648.0,15.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Köln,31,34.0,678.0,502.0,363.0,274.0,41.0,337.0,635.0,53.1,298.0,421.0,106.0,315.0,389.0,1067.0,832.0,17.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Leverkusen,24,34.0,645.0,482.0,292.0,291.0,62.0,325.0,560.0,58.0,235.0,480.0,83.0,397.0,390.0,1035.0,621.0,9.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Mainz 05,27,34.0,699.0,522.0,339.0,277.0,83.0,353.0,625.0,56.5,272.0,502.0,107.0,395.0,402.0,1101.0,796.0,15.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
RB Leipzig,23,34.0,698.0,509.0,318.0,309.0,71.0,342.0,617.0,55.4,275.0,471.0,76.0,395.0,397.0,1095.0,822.0,10.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Schalke 04,24,34.0,720.0,534.0,335.0,325.0,60.0,332.0,628.0,52.9,296.0,483.0,89.0,394.0,498.0,1218.0,773.0,15.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Stuttgart,26,34.0,696.0,496.0,332.0,299.0,65.0,328.0,560.0,58.6,232.0,439.0,107.0,332.0,414.0,1110.0,814.0,17.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Werder Bremen,25,34.0,600.0,435.0,288.0,264.0,48.0,294.0,528.0,55.7,234.0,353.0,77.0,276.0,421.0,1021.0,738.0,18.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Wolfsburg,29,34.0,589.0,430.0,329.0,213.0,47.0,306.0,546.0,56.0,240.0,420.0,119.0,301.0,403.0,992.0,730.0,12.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
Arsenal,30,38.0,623.0,425.0,312.0,227.0,84.0,218.0,581.0,37.5,363.0,372.0,103.0,269.0,427.0,1050.0,879.0,33.0,Premier League 2017-2018,premier league,2017-2018,2017
Bournemouth,22,38.0,509.0,324.0,272.0,187.0,50.0,198.0,525.0,37.7,327.0,453.0,160.0,293.0,367.0,876.0,1129.0,25.0,Premier League 2017-2018,premier league,2017-2018,2017
Brighton,24,38.0,599.0,380.0,360.0,205.0,34.0,205.0,642.0,31.9,437.0,430.0,190.0,240.0,449.0,1048.0,1182.0,18.0,Premier League 2017-2018,premier league,2017-2018,2017
Burnley,24,38.0,533.0,355.0,272.0,217.0,44.0,204.0,553.0,36.9,349.0,457.0,191.0,266.0,400.0,933.0,1300.0,8.0,Premier League 2017-2018,premier league,2017-2018,2017
Chelsea,26,38.0,636.0,426.0,321.0,251.0,64.0,208.0,550.0,37.8,342.0,365.0,107.0,258.0,424.0,1060.0,842.0,24.0,Premier League 2017-2018,premier league,2017-2018,2017
Crystal Palace,28,38.0,686.0,447.0,393.0,237.0,56.0,260.0,666.0,39.0,406.0,466.0,117.0,349.0,552.0,1238.0,1110.0,22.0,Premier League 2017-2018,premier league,2017-2018,2017
Everton,30,38.0,644.0,447.0,360.0,206.0,78.0,223.0,612.0,36.4,389.0,426.0,160.0,266.0,514.0,1158.0,1308.0,22.0,Premier League 2017-2018,premier league,2017-2018,2017
Huddersfield,25,38.0,743.0,502.0,354.0,306.0,83.0,249.0,630.0,39.5,381.0,453.0,118.0,335.0,518.0,1261.0,1129.0,22.0,Premier League 2017-2018,premier league,2017-2018,2017
Leicester City,27,38.0,630.0,417.0,332.0,249.0,49.0,208.0,616.0,33.8,408.0,465.0,130.0,335.0,414.0,1044.0,1007.0,17.0,Premier League 2017-2018,premier league,2017-2018,2017
Liverpool,27,38.0,637.0,450.0,265.0,285.0,87.0,196.0,521.0,37.6,325.0,388.0,71.0,317.0,379.0,1016.0,788.0,12.0,Premier League 2017-2018,premier league,2017-2018,2017
Manchester City,25,38.0,563.0,381.0,257.0,215.0,91.0,195.0,561.0,34.8,366.0,328.0,53.0,275.0,346.0,909.0,620.0,19.0,Premier League 2017-2018,premier league,2017-2018,2017
Manchester Utd,27,38.0,564.0,369.0,275.0,218.0,71.0,173.0,555.0,31.2,382.0,382.0,112.0,270.0,481.0,1045.0,926.0,20.0,Premier League 2017-2018,premier league,2017-2018,2017
Newcastle Utd,27,38.0,645.0,426.0,338.0,255.0,52.0,221.0,638.0,34.6,417.0,475.0,117.0,358.0,441.0,1086.0,1219.0,17.0,Premier League 2017-2018,premier league,2017-2018,2017
Southampton,26,38.0,658.0,454.0,342.0,250.0,66.0,244.0,605.0,40.3,361.0,455.0,128.0,327.0,462.0,1120.0,1034.0,25.0,Premier League 2017-2018,premier league,2017-2018,2017
Stoke City,30,38.0,678.0,437.0,370.0,252.0,56.0,228.0,600.0,38.0,372.0,424.0,142.0,282.0,461.0,1139.0,1265.0,20.0,Premier League 2017-2018,premier league,2017-2018,2017
Swansea City,26,38.0,610.0,417.0,286.0,241.0,83.0,221.0,550.0,40.2,329.0,411.0,124.0,287.0,390.0,1000.0,1019.0,21.0,Premier League 2017-2018,premier league,2017-2018,2017
Tottenham,25,38.0,618.0,399.0,272.0,259.0,87.0,212.0,537.0,39.5,325.0,360.0,74.0,286.0,380.0,998.0,878.0,22.0,Premier League 2017-2018,premier league,2017-2018,2017
Watford,29,38.0,668.0,432.0,337.0,263.0,68.0,237.0,609.0,38.9,372.0,359.0,98.0,261.0,467.0,1135.0,997.0,17.0,Premier League 2017-2018,premier league,2017-2018,2017
West Brom,24,38.0,603.0,385.0,336.0,204.0,63.0,218.0,625.0,34.9,407.0,420.0,148.0,272.0,470.0,1073.0,1087.0,9.0,Premier League 2017-2018,premier league,2017-2018,2017
West Ham,27,38.0,621.0,410.0,327.0,238.0,56.0,235.0,620.0,37.9,385.0,437.0,154.0,283.0,482.0,1103.0,1085.0,17.0,Premier League 2017-2018,premier league,2017-2018,2017
Alavés,30,38.0,702.0,464.0,364.0,265.0,73.0,267.0,663.0,40.3,396.0,407.0,133.0,274.0,498.0,1200.0,981.0,11.0,La Liga 2017-2018,la liga,2017-2018,2017
Athletic Club,26,38.0,739.0,486.0,359.0,304.0,76.0,296.0,735.0,40.3,439.0,432.0,103.0,329.0,465.0,1204.0,820.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Atlético Madrid,26,38.0,917.0,614.0,442.0,372.0,103.0,377.0,847.0,44.5,470.0,462.0,129.0,333.0,513.0,1430.0,885.0,4.0,La Liga 2017-2018,la liga,2017-2018,2017
Barcelona,25,38.0,629.0,413.0,281.0,262.0,86.0,229.0,552.0,41.5,323.0,366.0,103.0,263.0,424.0,1053.0,525.0,10.0,La Liga 2017-2018,la liga,2017-2018,2017
Betis,29,38.0,635.0,424.0,319.0,252.0,64.0,213.0,537.0,39.7,324.0,356.0,95.0,261.0,427.0,1062.0,869.0,17.0,La Liga 2017-2018,la liga,2017-2018,2017
Celta Vigo,23,38.0,589.0,420.0,304.0,232.0,53.0,218.0,556.0,39.2,338.0,327.0,101.0,226.0,497.0,1086.0,780.0,10.0,La Liga 2017-2018,la liga,2017-2018,2017
Eibar,27,38.0,643.0,436.0,271.0,282.0,90.0,258.0,613.0,42.1,355.0,349.0,53.0,296.0,554.0,1197.0,712.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Espanyol,25,38.0,716.0,500.0,357.0,278.0,81.0,271.0,700.0,38.7,429.0,362.0,116.0,246.0,515.0,1231.0,902.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Getafe,32,38.0,715.0,491.0,369.0,267.0,79.0,276.0,732.0,37.7,456.0,350.0,69.0,281.0,487.0,1202.0,899.0,5.0,La Liga 2017-2018,la liga,2017-2018,2017
Girona,25,38.0,611.0,403.0,299.0,254.0,58.0,240.0,606.0,39.6,366.0,329.0,84.0,245.0,490.0,1101.0,858.0,6.0,La Liga 2017-2018,la liga,2017-2018,2017
La Coruña,32,38.0,728.0,500.0,386.0,282.0,60.0,292.0,679.0,43.0,387.0,391.0,113.0,278.0,484.0,1212.0,942.0,13.0,La Liga 2017-2018,la liga,2017-2018,2017
Las Palmas,36,38.0,654.0,433.0,325.0,269.0,60.0,268.0,647.0,41.4,379.0,367.0,112.0,255.0,508.0,1162.0,713.0,21.0,La Liga 2017-2018,la liga,2017-2018,2017
Leganés,28,38.0,721.0,483.0,350.0,307.0,64.0,323.0,697.0,46.3,374.0,361.0,87.0,274.0,583.0,1304.0,777.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Levante,33,38.0,616.0,414.0,328.0,222.0,66.0,239.0,625.0,38.2,386.0,395.0,127.0,268.0,477.0,1093.0,811.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Málaga,37,38.0,745.0,509.0,383.0,276.0,86.0,272.0,707.0,38.5,435.0,362.0,101.0,261.0,497.0,1242.0,890.0,3.0,La Liga 2017-2018,la liga,2017-2018,2017
Real Madrid,24,38.0,687.0,470.0,317.0,275.0,95.0,252.0,621.0,40.6,369.0,362.0,83.0,279.0,424.0,1111.0,536.0,16.0,La Liga 2017-2018,la liga,2017-2018,2017
Real Sociedad,27,38.0,547.0,374.0,249.0,228.0,70.0,227.0,536.0,42.4,309.0,367.0,91.0,276.0,446.0,993.0,665.0,6.0,La Liga 2017-2018,la liga,2017-2018,2017
Sevilla,31,38.0,768.0,535.0,354.0,325.0,89.0,296.0,685.0,43.2,389.0,419.0,114.0,305.0,409.0,1177.0,849.0,17.0,La Liga 2017-2018,la liga,2017-2018,2017
Valencia,25,38.0,745.0,492.0,407.0,267.0,71.0,309.0,692.0,44.7,383.0,416.0,108.0,308.0,459.0,1204.0,910.0,9.0,La Liga 2017-2018,la liga,2017-2018,2017
Villarreal,32,38.0,711.0,466.0,356.0,278.0,77.0,277.0,700.0,39.6,423.0,447.0,131.0,316.0,427.0,1138.0,1023.0,7.0,La Liga 2017-2018,la liga,2017-2018,2017
Atalanta,25,38.0,725.0,488.0,334.0,313.0,78.0,272.0,650.0,41.8,378.0,430.0,107.0,323.0,476.0,1201.0,820.0,11.0,Serie A 2017-2018,serie a,2017-2018,2017
Benevento,41,38.0,581.0,409.0,320.0,206.0,55.0,191.0,551.0,34.7,360.0,398.0,140.0,258.0,449.0,1030.0,925.0,25.0,Serie A 2017-2018,serie a,2017-2018,2017
Bologna,30,38.0,661.0,456.0,356.0,257.0,48.0,231.0,588.0,39.3,357.0,488.0,127.0,361.0,462.0,1123.0,1121.0,14.0,Serie A 2017-2018,serie a,2017-2018,2017
Cagliari,29,38.0,640.0,447.0,323.0,239.0,78.0,214.0,559.0,38.3,345.0,425.0,126.0,299.0,431.0,1071.0,1018.0,4.0,Serie A 2017-2018,serie a,2017-2018,2017
Chievo,25,38.0,543.0,367.0,273.0,199.0,71.0,208.0,566.0,36.7,358.0,443.0,158.0,285.0,444.0,987.0,1140.0,14.0,Serie A 2017-2018,serie a,2017-2018,2017
Crotone,29,38.0,697.0,440.0,365.0,255.0,77.0,222.0,613.0,36.2,391.0,449.0,119.0,330.0,578.0,1275.0,1233.0,10.0,Serie A 2017-2018,serie a,2017-2018,2017
Fiorentina,27,38.0,742.0,497.0,362.0,284.0,96.0,267.0,656.0,40.7,389.0,438.0,75.0,363.0,489.0,1231.0,983.0,17.0,Serie A 2017-2018,serie a,2017-2018,2017
Genoa,33,38.0,551.0,395.0,281.0,223.0,47.0,191.0,524.0,36.5,333.0,412.0,119.0,293.0,394.0,945.0,950.0,11.0,Serie A 2017-2018,serie a,2017-2018,2017
Hellas Verona,32,38.0,664.0,459.0,351.0,245.0,68.0,213.0,603.0,35.3,390.0,425.0,146.0,279.0,541.0,1205.0,1113.0,24.0,Serie A 2017-2018,serie a,2017-2018,2017
Inter,22,38.0,632.0,435.0,318.0,252.0,62.0,237.0,612.0,38.7,375.0,349.0,109.0,240.0,402.0,1034.0,804.0,11.0,Serie A 2017-2018,serie a,2017-2018,2017
Juventus,24,38.0,517.0,359.0,234.0,204.0,79.0,155.0,447.0,34.7,292.0,312.0,77.0,235.0,421.0,938.0,747.0,17.0,Serie A 2017-2018,serie a,2017-2018,2017
Lazio,24,38.0,677.0,450.0,299.0,298.0,80.0,223.0,632.0,35.3,409.0,410.0,107.0,303.0,494.0,1171.0,789.0,12.0,Serie A 2017-2018,serie a,2017-2018,2017
Milan,24,38.0,533.0,376.0,244.0,214.0,75.0,181.0,466.0,38.8,285.0,422.0,103.0,319.0,354.0,887.0,855.0,20.0,Serie A 2017-2018,serie a,2017-2018,2017
Napoli,23,38.0,599.0,407.0,208.0,308.0,83.0,221.0,581.0,38.0,360.0,403.0,67.0,336.0,341.0,940.0,565.0,16.0,Serie A 2017-2018,serie a,2017-2018,2017
Roma,27,38.0,548.0,384.0,251.0,212.0,85.0,183.0,470.0,38.9,287.0,320.0,104.0,216.0,477.0,1025.0,821.0,19.0,Serie A 2017-2018,serie a,2017-2018,2017
Sampdoria,27,38.0,624.0,423.0,254.0,274.0,96.0,223.0,600.0,37.2,377.0,505.0,117.0,388.0,335.0,959.0,856.0,25.0,Serie A 2017-2018,serie a,2017-2018,2017
Sassuolo,28,38.0,568.0,375.0,294.0,208.0,66.0,204.0,594.0,34.3,390.0,396.0,98.0,298.0,506.0,1074.0,1085.0,16.0,Serie A 2017-2018,serie a,2017-2018,2017
SPAL,29,38.0,586.0,414.0,308.0,217.0,61.0,209.0,539.0,38.8,330.0,389.0,145.0,244.0,527.0,1113.0,1111.0,11.0,Serie A 2017-2018,serie a,2017-2018,2017
Torino,27,38.0,609.0,405.0,295.0,256.0,58.0,182.0,465.0,39.1,283.0,380.0,112.0,268.0,421.0,1030.0,960.0,15.0,Serie A 2017-2018,serie a,2017-2018,2017
Udinese,27,38.0,618.0,415.0,321.0,240.0,57.0,224.0,565.0,39.6,341.0,482.0,154.0,328.0,459.0,1077.0,992.0,13.0,Serie A 2017-2018,serie a,2017-2018,2017
Amiens,30,38.0,658.0,445.0,336.0,252.0,70.0,243.0,623.0,39.0,380.0,444.0,164.0,280.0,523.0,1181.0,1128.0,20.0,Ligue 1 2017-2018,ligue 1,2017-2018,2017
Angers,27,38.0,661.0,427.0,350.0,240.0,71.0,244.0,766.0,31.9,522.0,402.0,79.0,323.0,410.0,1071.0,853.0,14.0,Ligue 1 2017-2018,ligue 1,2017-2018,2017
Bordeaux,31,38.0,699.0,459.0,311.0,322.0,66.0,246.0,682.0,36.1,436.0,355.0,110.0,245.0,464.0,1163.0,855.0,13.0,Ligue 1 2017-2018,ligue 1,2017-2018,2017
Caen,26,38.0,733.0,478.0,369.0,295.0,69.0,276.0,747.0,36.9,471.0,450.0,97.0,353.0,476.0,1209.0,961.0,12.0,Ligue 1 2017-2018,ligue 1,2017-2018,2017
