Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,League,league_name,season,season_start
vs Paris S-G,30,38.0,14334.0,12452.0,1830.0,536.0,33.0,124.0,536.0,607.0,152.0,58.0,72.0,4.0,11178.0,52.0,297.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Reims,27,38.0,20598.0,18479.0,2081.0,571.0,52.0,164.0,829.0,918.0,211.0,92.0,89.0,2.0,16476.0,38.0,337.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Rennes,28,38.0,17504.0,15493.0,1971.0,524.0,35.0,149.0,681.0,862.0,168.0,80.0,58.0,0.0,13661.0,40.0,343.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Saint-Étienne,29,38.0,17337.0,15368.0,1900.0,488.0,90.0,143.0,631.0,841.0,172.0,88.0,65.0,3.0,13420.0,69.0,319.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Strasbourg,26,38.0,18700.0,16740.0,1911.0,516.0,46.0,120.0,706.0,853.0,188.0,80.0,79.0,2.0,14907.0,49.0,313.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs Toulouse,29,38.0,18486.0,16366.0,2050.0,581.0,49.0,182.0,798.0,933.0,195.0,76.0,66.0,7.0,14245.0,70.0,398.0,Ligue 1 2018-2019,ligue 1,2018-2019,2018
vs ADO Den Haag,25,34.0,16575.0,14758.0,1773.0,413.0,37.0,93.0,711.0,783.0,189.0,98.0,68.0,0.0,12669.0,44.0,298.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Ajax,29,34.0,12306.0,10714.0,1560.0,372.0,27.0,125.0,414.0,575.0,117.0,56.0,46.0,1.0,8733.0,32.0,322.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs AZ Alkmaar,24,34.0,14727.0,13008.0,1664.0,400.0,22.0,130.0,537.0,685.0,157.0,79.0,68.0,1.0,11046.0,55.0,347.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs De Graafschap,26,34.0,16590.0,14777.0,1742.0,454.0,57.0,208.0,549.0,764.0,182.0,83.0,76.0,6.0,12657.0,71.0,321.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Emmen,28,34.0,17279.0,15537.0,1687.0,472.0,32.0,174.0,648.0,714.0,176.0,80.0,55.0,8.0,13409.0,55.0,352.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Excelsior,24,34.0,17564.0,15757.0,1763.0,335.0,41.0,159.0,827.0,807.0,269.0,145.0,97.0,4.0,13636.0,44.0,336.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Feyenoord,28,34.0,14105.0,12504.0,1565.0,375.0,25.0,134.0,528.0,642.0,149.0,70.0,50.0,9.0,10574.0,36.0,307.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Fortuna Sittard,28,34.0,16655.0,14799.0,1772.0,383.0,36.0,225.0,743.0,826.0,222.0,103.0,82.0,3.0,12841.0,84.0,337.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Groningen,27,34.0,17272.0,15277.0,1905.0,442.0,61.0,191.0,543.0,942.0,166.0,81.0,64.0,4.0,12802.0,90.0,373.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heerenveen,24,34.0,16402.0,14630.0,1710.0,419.0,38.0,137.0,640.0,770.0,173.0,68.0,72.0,6.0,12287.0,62.0,295.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Heracles Almelo,25,34.0,17263.0,15398.0,1831.0,459.0,29.0,177.0,625.0,814.0,179.0,85.0,62.0,3.0,13471.0,34.0,350.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs NAC Breda,34,34.0,17920.0,16171.0,1693.0,405.0,26.0,221.0,742.0,749.0,224.0,109.0,82.0,4.0,14050.0,56.0,293.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs PSV Eindhoven,26,34.0,13409.0,11727.0,1654.0,391.0,23.0,122.0,445.0,661.0,117.0,53.0,55.0,0.0,9651.0,28.0,304.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Utrecht,27,34.0,16802.0,15072.0,1685.0,405.0,23.0,117.0,550.0,723.0,166.0,67.0,61.0,6.0,13151.0,45.0,289.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Vitesse,26,34.0,16181.0,14347.0,1772.0,405.0,31.0,128.0,630.0,763.0,172.0,92.0,54.0,2.0,12347.0,62.0,323.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs VVV-Venlo,24,34.0,18885.0,17088.0,1752.0,427.0,40.0,129.0,706.0,799.0,212.0,99.0,58.0,1.0,14990.0,45.0,303.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Willem II,28,34.0,17555.0,15811.0,1693.0,390.0,49.0,176.0,646.0,777.0,175.0,82.0,56.0,5.0,13688.0,51.0,340.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Zwolle,26,34.0,14719.0,12900.0,1757.0,427.0,36.0,132.0,582.0,756.0,182.0,81.0,71.0,8.0,11094.0,62.0,305.0,Eredivisie 2018-2019,eredivisie,2018-2019,2018
vs Aves,34,34.0,16791.0,14797.0,1949.0,608.0,20.0,146.0,766.0,787.0,210.0,77.0,93.0,7.0,12937.0,45.0,285.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs B-SAD,31,34.0,14429.0,12527.0,1845.0,556.0,19.0,160.0,,802.0,178.0,63.0,80.0,16.0,10693.0,57.0,281.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Benfica,29,34.0,12645.0,10769.0,1810.0,567.0,8.0,106.0,466.0,692.0,112.0,55.0,49.0,2.0,9211.0,66.0,310.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Boavista,31,34.0,14960.0,12688.0,2231.0,660.0,11.0,131.0,793.0,1003.0,248.0,88.0,91.0,27.0,10887.0,41.0,297.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Braga,24,34.0,13892.0,11803.0,2029.0,579.0,21.0,160.0,545.0,865.0,159.0,48.0,45.0,16.0,10191.0,60.0,343.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Chaves,33,34.0,15252.0,13231.0,1930.0,553.0,23.0,129.0,712.0,815.0,209.0,86.0,70.0,11.0,11388.0,91.0,313.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Feirense,33,34.0,14800.0,12732.0,1998.0,663.0,11.0,119.0,685.0,839.0,185.0,73.0,67.0,25.0,10795.0,70.0,273.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Marítimo,30,34.0,15990.0,13946.0,1976.0,586.0,18.0,130.0,816.0,848.0,218.0,85.0,64.0,27.0,12088.0,68.0,324.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Moreirense,26,34.0,15658.0,13465.0,2058.0,594.0,24.0,127.0,591.0,918.0,166.0,76.0,70.0,6.0,11668.0,135.0,308.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Nacional,30,34.0,13454.0,11405.0,1965.0,502.0,28.0,86.0,569.0,884.0,165.0,45.0,72.0,30.0,9666.0,84.0,297.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Portimonense,32,34.0,15138.0,13176.0,1874.0,534.0,29.0,142.0,683.0,811.0,187.0,75.0,63.0,27.0,11246.0,88.0,294.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Porto,27,34.0,11503.0,9556.0,1882.0,580.0,10.0,119.0,470.0,733.0,108.0,48.0,37.0,7.0,7730.0,65.0,292.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Rio Ave,33,34.0,13714.0,11792.0,1864.0,539.0,18.0,105.0,790.0,801.0,196.0,76.0,71.0,18.0,10125.0,58.0,315.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Santa Clara,31,34.0,14784.0,12776.0,1933.0,526.0,20.0,181.0,669.0,839.0,202.0,80.0,88.0,2.0,10886.0,75.0,331.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Sporting CP,31,34.0,12850.0,10869.0,1922.0,598.0,13.0,111.0,553.0,731.0,169.0,63.0,66.0,24.0,9320.0,59.0,290.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Tondela,25,34.0,15072.0,12988.0,2007.0,598.0,25.0,121.0,684.0,845.0,189.0,80.0,75.0,17.0,11041.0,77.0,316.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória,29,34.0,14266.0,12412.0,1796.0,525.0,17.0,97.0,615.0,741.0,197.0,78.0,78.0,22.0,10713.0,58.0,284.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Vitória Setúbal,31,34.0,14712.0,12666.0,2021.0,722.0,12.0,116.0,657.0,808.0,159.0,56.0,72.0,10.0,11046.0,25.0,296.0,Primeira Liga 2018-2019,primeira liga,2018-2019,2018
vs Aston Villa,31,46.0,19304.0,16884.0,2347.0,540.0,31.0,161.0,877.0,1035.0,236.0,139.0,55.0,21.0,14025.0,73.0,395.0,Championship 2018-2019,championship,2018-2019,2018
vs Birmingham City,25,46.0,23547.0,20832.0,2665.0,654.0,26.0,200.0,815.0,1275.0,213.0,133.0,50.0,12.0,17115.0,50.0,515.0,Championship 2018-2019,championship,2018-2019,2018
vs Blackburn,28,46.0,20825.0,18348.0,2381.0,560.0,31.0,135.0,806.0,1125.0,222.0,129.0,59.0,14.0,14681.0,96.0,479.0,Championship 2018-2019,championship,2018-2019,2018
vs Bolton,32,45.0,24537.0,22001.0,2453.0,639.0,49.0,170.0,908.0,1095.0,303.0,168.0,59.0,18.0,18581.0,83.0,390.0,Championship 2018-2019,championship,2018-2019,2018
vs Brentford,30,45.0,17651.0,15299.0,2251.0,510.0,40.0,141.0,804.0,996.0,205.0,119.0,50.0,15.0,12211.0,101.0,451.0,Championship 2018-2019,championship,2018-2019,2018
vs Bristol City,29,46.0,20160.0,17532.0,2536.0,545.0,24.0,177.0,843.0,1210.0,227.0,142.0,49.0,8.0,13890.0,92.0,428.0,Championship 2018-2019,championship,2018-2019,2018
vs Derby County,29,46.0,19028.0,16442.0,2506.0,611.0,20.0,171.0,843.0,1122.0,226.0,137.0,60.0,13.0,13234.0,80.0,427.0,Championship 2018-2019,championship,2018-2019,2018
vs Hull City,28,46.0,22951.0,20292.0,2604.0,549.0,23.0,168.0,944.0,1317.0,233.0,124.0,75.0,11.0,16737.0,55.0,460.0,Championship 2018-2019,championship,2018-2019,2018
vs Ipswich Town,38,46.0,21272.0,18372.0,2809.0,677.0,37.0,185.0,888.0,1380.0,249.0,133.0,52.0,28.0,14579.0,91.0,476.0,Championship 2018-2019,championship,2018-2019,2018
vs Leeds United,28,46.0,15143.0,12436.0,2662.0,641.0,17.0,88.0,575.0,1187.0,170.0,97.0,47.0,24.0,9530.0,45.0,442.0,Championship 2018-2019,championship,2018-2019,2018
vs Middlesbrough,24,46.0,23116.0,20609.0,2461.0,637.0,36.0,242.0,878.0,1073.0,242.0,125.0,50.0,13.0,17295.0,46.0,457.0,Championship 2018-2019,championship,2018-2019,2018
vs Millwall,29,46.0,22268.0,19671.0,2532.0,591.0,27.0,201.0,906.0,1162.0,253.0,146.0,63.0,12.0,16070.0,65.0,426.0,Championship 2018-2019,championship,2018-2019,2018
vs Norwich City,24,46.0,18767.0,16459.0,2275.0,564.0,21.0,144.0,803.0,965.0,206.0,106.0,48.0,24.0,13347.0,33.0,484.0,Championship 2018-2019,championship,2018-2019,2018
vs Nott'ham Forest,32,46.0,21282.0,18570.0,2634.0,654.0,35.0,161.0,908.0,1286.0,257.0,130.0,55.0,31.0,15199.0,78.0,526.0,Championship 2018-2019,championship,2018-2019,2018
vs Preston,31,46.0,19824.0,17203.0,2561.0,521.0,26.0,167.0,969.0,1260.0,258.0,152.0,58.0,13.0,13475.0,60.0,469.0,Championship 2018-2019,championship,2018-2019,2018
vs QPR,29,46.0,22782.0,19989.0,2717.0,713.0,37.0,201.0,915.0,1240.0,251.0,134.0,65.0,19.0,16513.0,76.0,403.0,Championship 2018-2019,championship,2018-2019,2018
vs Reading,39,46.0,22179.0,19692.0,2398.0,557.0,42.0,224.0,1026.0,1108.0,280.0,163.0,63.0,22.0,16600.0,89.0,442.0,Championship 2018-2019,championship,2018-2019,2018
vs Rotherham Utd,26,46.0,21791.0,19124.0,2566.0,614.0,40.0,218.0,918.0,1197.0,250.0,135.0,46.0,24.0,15627.0,101.0,476.0,Championship 2018-2019,championship,2018-2019,2018
vs Sheffield Utd,26,46.0,21427.0,18825.0,2544.0,621.0,16.0,257.0,861.0,1195.0,206.0,117.0,53.0,11.0,15715.0,58.0,419.0,Championship 2018-2019,championship,2018-2019,2018
vs Sheffield Weds,31,46.0,22107.0,19400.0,2633.0,665.0,35.0,165.0,965.0,1242.0,277.0,154.0,59.0,25.0,16092.0,74.0,545.0,Championship 2018-2019,championship,2018-2019,2018
vs Stoke City,30,46.0,21472.0,19034.0,2383.0,577.0,32.0,158.0,887.0,1108.0,225.0,122.0,53.0,16.0,15912.0,55.0,399.0,Championship 2018-2019,championship,2018-2019,2018
vs Swansea City,28,46.0,19835.0,17614.0,2120.0,433.0,36.0,151.0,896.0,949.0,251.0,120.0,61.0,32.0,14908.0,101.0,397.0,Championship 2018-2019,championship,2018-2019,2018
vs West Brom,29,46.0,20249.0,17791.0,2405.0,536.0,27.0,174.0,921.0,1051.0,238.0,124.0,46.0,8.0,14777.0,53.0,462.0,Championship 2018-2019,championship,2018-2019,2018
vs Wigan Athletic,32,46.0,20714.0,18000.0,2636.0,643.0,28.0,164.0,902.0,1139.0,303.0,144.0,81.0,30.0,14946.0,78.0,439.0,Championship 2018-2019,championship,2018-2019,2018
vs Augsburg,27,34.0,17485.0,15612.0,1834.0,530.0,6.0,154.0,582.0,791.0,155.0,72.0,71.0,5.0,13442.0,39.0,364.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Bayern Munich,28,34.0,12396.0,10778.0,1567.0,412.0,11.0,98.0,347.0,569.0,103.0,41.0,48.0,2.0,9078.0,51.0,285.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Dortmund,30,34.0,14089.0,12253.0,1719.0,462.0,14.0,109.0,542.0,765.0,133.0,60.0,61.0,1.0,10274.0,117.0,398.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Eint Frankfurt,28,34.0,16827.0,14874.0,1845.0,586.0,15.0,162.0,601.0,770.0,143.0,50.0,74.0,4.0,12584.0,108.0,440.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Freiburg,29,34.0,19027.0,17276.0,1683.0,461.0,18.0,127.0,696.0,755.0,171.0,60.0,86.0,1.0,15037.0,68.0,373.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Gladbach,27,34.0,17055.0,15330.0,1665.0,447.0,17.0,117.0,732.0,701.0,179.0,63.0,91.0,5.0,13473.0,60.0,444.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hamburger SV,29,34.0,15906.0,13929.0,1902.0,534.0,20.0,116.0,575.0,854.0,178.0,72.0,81.0,3.0,11669.0,75.0,458.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hannover 96,26,34.0,17240.0,15292.0,1884.0,509.0,26.0,148.0,678.0,827.0,197.0,76.0,104.0,3.0,13042.0,64.0,416.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hertha BSC,25,34.0,18490.0,16697.0,1722.0,508.0,15.0,99.0,662.0,766.0,174.0,59.0,90.0,6.0,14561.0,71.0,437.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Hoffenheim,26,34.0,16724.0,14819.0,1822.0,555.0,15.0,153.0,601.0,717.0,165.0,75.0,71.0,2.0,13175.0,83.0,421.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Köln,31,34.0,17649.0,15834.0,1764.0,523.0,22.0,124.0,736.0,704.0,183.0,62.0,108.0,2.0,13753.0,51.0,400.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Leverkusen,24,34.0,15508.0,13669.0,1787.0,484.0,9.0,107.0,468.0,782.0,132.0,49.0,72.0,1.0,11659.0,52.0,456.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Mainz 05,27,34.0,18014.0,15991.0,1987.0,568.0,15.0,131.0,630.0,859.0,190.0,66.0,104.0,3.0,13856.0,36.0,485.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs RB Leipzig,23,34.0,15146.0,13176.0,1863.0,516.0,21.0,143.0,562.0,797.0,158.0,57.0,76.0,5.0,10914.0,107.0,458.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Schalke 04,24,34.0,18165.0,16343.0,1775.0,597.0,20.0,111.0,580.0,741.0,133.0,48.0,66.0,1.0,14287.0,47.0,476.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Stuttgart,26,34.0,18342.0,16541.0,1741.0,507.0,18.0,163.0,686.0,778.0,159.0,53.0,78.0,5.0,14373.0,60.0,418.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Werder Bremen,25,34.0,18078.0,16206.0,1789.0,556.0,20.0,139.0,612.0,770.0,152.0,62.0,77.0,3.0,14073.0,83.0,354.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Wolfsburg,29,34.0,16997.0,15247.0,1693.0,461.0,20.0,141.0,651.0,741.0,184.0,87.0,83.0,2.0,13220.0,57.0,376.0,Bundesliga 2017-2018,bundesliga,2017-2018,2017
vs Arsenal,30,38.0,15903.0,14034.0,1791.0,444.0,58.0,130.0,666.0,744.0,180.0,85.0,37.0,23.0,11792.0,78.0,345.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Bournemouth,22,38.0,19663.0,17750.0,1791.0,367.0,80.0,156.0,806.0,856.0,212.0,103.0,72.0,1.0,14958.0,122.0,405.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Brighton,24,38.0,21606.0,19639.0,1916.0,471.0,42.0,112.0,802.0,863.0,228.0,107.0,69.0,12.0,17192.0,51.0,350.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Burnley,24,38.0,20149.0,18139.0,1956.0,430.0,38.0,136.0,876.0,933.0,240.0,98.0,70.0,15.0,15271.0,54.0,400.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Chelsea,26,38.0,18643.0,16864.0,1724.0,447.0,41.0,131.0,626.0,708.0,159.0,88.0,45.0,6.0,14641.0,55.0,343.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Crystal Palace,28,38.0,20017.0,17972.0,1969.0,451.0,47.0,179.0,792.0,898.0,209.0,102.0,64.0,7.0,15474.0,76.0,448.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Everton,30,38.0,20161.0,18034.0,2068.0,511.0,42.0,174.0,802.0,996.0,212.0,112.0,53.0,11.0,15346.0,59.0,367.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Huddersfield,25,38.0,20856.0,18764.0,1974.0,415.0,57.0,125.0,637.0,1021.0,209.0,102.0,82.0,4.0,16103.0,118.0,418.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Leicester City,27,38.0,18852.0,16777.0,1996.0,432.0,54.0,163.0,752.0,978.0,216.0,109.0,73.0,5.0,14205.0,79.0,445.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Liverpool,27,38.0,16343.0,14426.0,1820.0,385.0,49.0,132.0,504.0,793.0,125.0,64.0,37.0,5.0,11830.0,97.0,388.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Manchester City,25,38.0,12187.0,10316.0,1774.0,390.0,49.0,77.0,364.0,731.0,103.0,59.0,23.0,7.0,8395.0,97.0,321.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Manchester Utd,27,38.0,17783.0,16006.0,1725.0,477.0,47.0,109.0,642.0,691.0,175.0,91.0,64.0,4.0,13672.0,52.0,349.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Newcastle Utd,27,38.0,22043.0,19957.0,2007.0,448.0,55.0,200.0,805.0,972.0,223.0,105.0,74.0,11.0,17255.0,79.0,470.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Southampton,26,38.0,18211.0,16181.0,1984.0,464.0,38.0,108.0,718.0,923.0,201.0,82.0,65.0,11.0,13666.0,46.0,421.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Stoke City,30,38.0,21090.0,18959.0,2041.0,488.0,81.0,122.0,844.0,926.0,281.0,125.0,62.0,4.0,16444.0,90.0,397.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Swansea City,26,38.0,21866.0,20064.0,1723.0,387.0,65.0,142.0,789.0,809.0,195.0,104.0,57.0,6.0,17707.0,79.0,378.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Tottenham,25,38.0,14649.0,12718.0,1818.0,452.0,66.0,146.0,596.0,748.0,161.0,87.0,53.0,7.0,10279.0,113.0,360.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Watford,29,38.0,18013.0,15973.0,1923.0,482.0,60.0,150.0,676.0,861.0,198.0,95.0,50.0,7.0,13459.0,117.0,333.0,Premier League 2017-2018,premier league,2017-2018,2017
vs West Brom,24,38.0,22103.0,20180.0,1871.0,487.0,62.0,235.0,783.0,835.0,176.0,80.0,43.0,9.0,17631.0,52.0,371.0,Premier League 2017-2018,premier league,2017-2018,2017
vs West Ham,27,38.0,20189.0,18329.0,1806.0,450.0,70.0,132.0,753.0,813.0,208.0,77.0,81.0,14.0,15856.0,54.0,380.0,Premier League 2017-2018,premier league,2017-2018,2017
vs Alavés,30,38.0,20975.0,18847.0,2069.0,661.0,37.0,282.0,805.0,841.0,235.0,68.0,117.0,7.0,16759.0,59.0,348.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Athletic Club,26,38.0,18019.0,15914.0,2009.0,586.0,32.0,210.0,644.0,849.0,189.0,70.0,67.0,3.0,13708.0,96.0,385.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Atlético Madrid,26,38.0,20707.0,18799.0,1884.0,606.0,21.0,276.0,694.0,762.0,163.0,66.0,45.0,5.0,16583.0,24.0,418.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Barcelona,25,38.0,15296.0,13580.0,1617.0,486.0,70.0,219.0,534.0,561.0,155.0,49.0,69.0,2.0,11775.0,99.0,311.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Betis,29,38.0,16312.0,14311.0,1870.0,493.0,43.0,176.0,754.0,814.0,222.0,73.0,92.0,6.0,12416.0,131.0,346.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Celta Vigo,23,38.0,16893.0,14993.0,1827.0,492.0,55.0,199.0,669.0,760.0,194.0,79.0,65.0,5.0,12810.0,73.0,292.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Eibar,27,38.0,16795.0,14423.0,2216.0,546.0,64.0,177.0,473.0,1061.0,140.0,50.0,40.0,7.0,11768.0,156.0,350.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Espanyol,25,38.0,19826.0,17806.0,1940.0,558.0,46.0,236.0,715.0,839.0,196.0,71.0,78.0,2.0,15453.0,80.0,323.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Getafe,32,38.0,20094.0,17884.0,2101.0,742.0,54.0,226.0,694.0,841.0,180.0,62.0,74.0,5.0,15456.0,109.0,353.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Girona,25,38.0,18292.0,16166.0,1997.0,647.0,99.0,127.0,614.0,833.0,170.0,62.0,66.0,0.0,14053.0,129.0,306.0,La Liga 2017-2018,la liga,2017-2018,2017
vs La Coruña,32,38.0,19584.0,17453.0,2048.0,560.0,37.0,255.0,756.0,880.0,220.0,74.0,106.0,3.0,15475.0,83.0,362.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Las Palmas,36,38.0,16479.0,14486.0,1879.0,532.0,73.0,154.0,666.0,778.0,200.0,75.0,80.0,3.0,12571.0,114.0,317.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Leganés,28,38.0,20217.0,18099.0,2028.0,652.0,48.0,247.0,638.0,812.0,176.0,44.0,71.0,4.0,15687.0,90.0,340.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Levante,33,38.0,20115.0,18022.0,1980.0,584.0,51.0,240.0,741.0,797.0,194.0,77.0,75.0,4.0,16099.0,113.0,338.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Málaga,37,38.0,20218.0,17998.0,2083.0,663.0,49.0,223.0,695.0,887.0,176.0,64.0,68.0,0.0,15890.0,137.0,333.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Real Madrid,24,38.0,16245.0,14428.0,1741.0,518.0,37.0,174.0,531.0,583.0,134.0,49.0,59.0,2.0,12894.0,76.0,327.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Real Sociedad,27,38.0,16097.0,14169.0,1839.0,475.0,55.0,193.0,596.0,751.0,166.0,69.0,62.0,3.0,12215.0,89.0,343.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Sevilla,31,38.0,17336.0,15253.0,2009.0,655.0,29.0,177.0,684.0,750.0,186.0,70.0,71.0,4.0,13236.0,74.0,382.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Valencia,25,38.0,19424.0,17355.0,1987.0,554.0,34.0,243.0,787.0,830.0,206.0,80.0,82.0,3.0,15392.0,82.0,398.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Villarreal,32,38.0,18855.0,16743.0,2003.0,661.0,41.0,224.0,873.0,753.0,224.0,65.0,101.0,2.0,14775.0,109.0,406.0,La Liga 2017-2018,la liga,2017-2018,2017
vs Atalanta,25,38.0,17218.0,15092.0,2069.0,545.0,49.0,92.0,632.0,882.0,187.0,93.0,58.0,0.0,12944.0,57.0,404.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Benevento,41,38.0,20062.0,18059.0,1899.0,523.0,72.0,162.0,798.0,780.0,203.0,96.0,52.0,5.0,16307.0,104.0,355.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Bologna,30,38.0,20178.0,18047.0,2040.0,520.0,50.0,126.0,912.0,935.0,240.0,107.0,89.0,8.0,16078.0,91.0,469.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Cagliari,29,38.0,20522.0,18354.0,2074.0,651.0,33.0,197.0,807.0,871.0,193.0,92.0,77.0,2.0,16337.0,94.0,391.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Chievo,25,38.0,21425.0,19383.0,1966.0,551.0,32.0,218.0,853.0,825.0,242.0,86.0,84.0,2.0,17127.0,76.0,390.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Crotone,29,38.0,22839.0,20755.0,2029.0,548.0,40.0,151.0,901.0,859.0,257.0,111.0,111.0,5.0,18113.0,55.0,466.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Fiorentina,27,38.0,17877.0,15616.0,2192.0,601.0,37.0,149.0,705.0,877.0,196.0,101.0,64.0,3.0,13524.0,69.0,458.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Genoa,33,38.0,20858.0,18848.0,1976.0,613.0,36.0,207.0,717.0,827.0,157.0,75.0,54.0,3.0,16723.0,34.0,374.0,Serie A 2017-2018,serie a,2017-2018,2017
vs Hellas Verona,32,38.0,21886.0,19805.0,2008.0,547.0,66.0,188.0,938.0,881.0,240.0,106.0,94.0,6.0,17752.0,73.0,382.0,Serie A 2017-2018,serie a,2017-2018,2017
