Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League
vs Lyon,2,28.0,42.0,5.0,0.0,1.0,0.0,41.4,0.27,-0.6,-0.02,143.0,426.0,33.6,645.0,129.0,41.1,35.6,246.0,65.4,47.3,388.0,20.0,5.2,28.0,1.0,14.7,Ligue 1 2019-2020
vs Marseille,2,28.0,41.0,4.0,0.0,3.0,3.0,32.1,0.23,-5.9,-0.21,156.0,416.0,37.5,669.0,119.0,42.5,35.2,215.0,61.4,44.7,378.0,9.0,2.4,23.0,0.82,14.6,Ligue 1 2019-2020
vs Metz,2,28.0,27.0,2.0,0.0,4.0,0.0,28.7,0.25,1.7,0.06,83.0,190.0,43.7,591.0,155.0,21.3,28.4,182.0,35.2,35.5,331.0,19.0,5.7,26.0,0.93,13.9,Ligue 1 2019-2020
vs Monaco,1,28.0,44.0,4.0,0.0,4.0,0.0,41.0,0.28,-3.0,-0.11,124.0,330.0,37.6,660.0,156.0,34.1,34.2,211.0,49.8,41.1,384.0,16.0,4.2,23.0,0.82,14.5,Ligue 1 2019-2020
vs Montpellier,3,28.0,35.0,2.0,2.0,6.0,2.0,33.6,0.26,0.6,0.02,167.0,405.0,41.2,659.0,154.0,38.5,34.8,225.0,67.1,48.1,467.0,19.0,4.1,20.0,0.71,13.6,Ligue 1 2019-2020
vs Nantes,2,28.0,28.0,2.0,0.0,1.0,5.0,26.0,0.21,3.0,0.11,152.0,420.0,36.2,745.0,107.0,38.4,35.0,207.0,64.7,46.8,361.0,14.0,3.9,33.0,1.18,15.9,Ligue 1 2019-2020
vs Nice,2,28.0,41.0,5.0,0.0,7.0,0.0,39.9,0.27,-1.1,-0.04,157.0,344.0,45.6,712.0,121.0,34.1,33.2,206.0,49.0,39.0,304.0,15.0,4.9,24.0,0.86,14.3,Ligue 1 2019-2020
vs Nîmes,2,28.0,29.0,2.0,1.0,6.0,0.0,30.3,0.27,1.3,0.05,124.0,430.0,28.8,696.0,124.0,42.0,36.1,231.0,59.7,45.5,421.0,26.0,6.2,25.0,0.89,13.1,Ligue 1 2019-2020
vs Paris S-G,4,27.0,75.0,6.0,1.0,7.0,4.0,70.8,0.34,-0.2,-0.01,193.0,447.0,43.2,598.0,137.0,47.2,38.9,256.0,64.5,46.1,400.0,19.0,4.8,19.0,0.7,12.4,Ligue 1 2019-2020
vs Reims,2,28.0,26.0,5.0,2.0,3.0,0.0,24.2,0.21,-1.8,-0.07,181.0,423.0,42.8,685.0,118.0,41.5,34.9,234.0,59.4,44.6,417.0,19.0,4.6,19.0,0.68,13.6,Ligue 1 2019-2020
vs Rennes,2,28.0,38.0,3.0,0.0,2.0,1.0,32.7,0.25,-4.3,-0.15,180.0,448.0,40.2,658.0,96.0,44.4,36.5,207.0,75.4,51.3,373.0,15.0,4.0,16.0,0.57,14.8,Ligue 1 2019-2020
vs Saint-Étienne,3,28.0,29.0,5.0,0.0,3.0,1.0,29.7,0.25,1.7,0.06,144.0,458.0,31.4,713.0,127.0,42.4,35.7,226.0,69.0,48.6,431.0,20.0,4.6,20.0,0.71,13.5,Ligue 1 2019-2020
vs Strasbourg,1,27.0,32.0,3.0,1.0,3.0,0.0,31.0,0.26,-1.0,-0.04,109.0,322.0,33.9,566.0,144.0,35.0,33.5,237.0,52.3,42.5,442.0,25.0,5.7,18.0,0.67,12.6,Ligue 1 2019-2020
vs Toulouse,3,28.0,22.0,4.0,1.0,4.0,1.0,24.4,0.21,3.4,0.12,144.0,318.0,45.3,653.0,126.0,35.2,33.6,180.0,48.9,41.2,418.0,29.0,6.9,30.0,1.07,13.4,Ligue 1 2019-2020
vs ADO Den Haag,3,26.0,25.0,3.0,2.0,4.0,3.0,27.8,0.28,5.8,0.22,178.0,429.0,41.5,714.0,115.0,41.9,36.0,203.0,64.0,48.1,408.0,17.0,4.2,32.0,,15.3,Eredivisie 2019-2020
vs Ajax,2,25.0,68.0,3.0,0.0,4.0,1.0,72.1,0.35,5.1,0.2,247.0,620.0,39.8,745.0,134.0,56.0,41.5,294.0,69.0,51.4,451.0,28.0,6.2,22.0,,11.3,Eredivisie 2019-2020
vs AZ Alkmaar,2,25.0,54.0,9.0,2.0,9.0,0.0,52.5,0.28,-1.5,-0.06,179.0,435.0,41.1,687.0,135.0,46.4,38.1,222.0,52.3,42.7,266.0,14.0,5.3,17.0,,11.9,Eredivisie 2019-2020
vs Emmen,1,26.0,32.0,3.0,1.0,3.0,1.0,31.6,0.29,0.6,0.02,166.0,393.0,42.2,673.0,117.0,39.4,34.9,209.0,61.2,48.0,314.0,21.0,6.7,37.0,,15.8,Eredivisie 2019-2020
vs Feyenoord,3,25.0,50.0,9.0,1.0,3.0,1.0,45.0,0.25,-4.0,-0.16,141.0,397.0,35.5,692.0,135.0,40.3,35.5,210.0,56.2,45.6,327.0,20.0,6.1,28.0,,13.1,Eredivisie 2019-2020
vs Fortuna Sittard,1,26.0,29.0,3.0,2.0,1.0,2.0,31.9,0.28,4.9,0.19,127.0,305.0,41.6,653.0,154.0,36.0,34.5,197.0,35.5,35.8,299.0,11.0,3.7,21.0,,14.1,Eredivisie 2019-2020
vs Groningen,1,26.0,27.0,4.0,0.0,2.0,0.0,28.2,0.25,1.2,0.05,183.0,522.0,35.1,696.0,125.0,47.3,39.4,262.0,73.7,52.9,425.0,9.0,2.1,19.0,,13.2,Eredivisie 2019-2020
vs Heerenveen,2,26.0,41.0,3.0,1.0,6.0,1.0,45.3,0.26,5.3,0.2,204.0,583.0,35.0,797.0,113.0,47.8,38.4,261.0,77.4,53.8,353.0,16.0,4.5,22.0,,13.6,Eredivisie 2019-2020
vs Heracles Almelo,1,26.0,40.0,1.0,0.0,3.0,1.0,35.6,0.28,-3.4,-0.13,143.0,395.0,36.2,662.0,117.0,41.5,36.8,217.0,55.3,45.1,328.0,31.0,9.5,34.0,,14.6,Eredivisie 2019-2020
vs PSV Eindhoven,3,26.0,54.0,6.0,0.0,7.0,2.0,54.0,0.31,2.0,0.08,171.0,471.0,36.3,762.0,124.0,45.0,36.6,209.0,61.2,46.6,327.0,10.0,3.1,28.0,,13.8,Eredivisie 2019-2020
vs RKC Waalwijk,2,26.0,27.0,2.0,0.0,2.0,0.0,26.2,0.25,-0.8,-0.03,161.0,378.0,42.6,751.0,139.0,36.6,33.3,185.0,55.7,44.1,373.0,18.0,4.8,15.0,,12.3,Eredivisie 2019-2020
vs Sparta R'dam,2,26.0,41.0,2.0,0.0,5.0,1.0,36.3,0.28,-3.7,-0.14,140.0,379.0,36.9,673.0,136.0,37.6,34.5,223.0,56.5,45.2,329.0,9.0,2.7,28.0,,16.5,Eredivisie 2019-2020
vs Twente,2,26.0,34.0,5.0,2.0,2.0,0.0,32.7,0.32,-1.3,-0.05,170.0,437.0,38.9,807.0,133.0,41.9,35.8,182.0,54.4,45.0,321.0,16.0,5.0,35.0,,15.7,Eredivisie 2019-2020
vs Utrecht,2,25.0,50.0,7.0,0.0,9.0,2.0,37.6,0.26,-10.4,-0.42,145.0,379.0,38.3,648.0,98.0,40.0,35.4,229.0,52.4,44.3,315.0,15.0,4.8,25.0,,15.2,Eredivisie 2019-2020
vs Vitesse,1,26.0,45.0,4.0,2.0,3.0,0.0,36.6,0.23,-8.4,-0.32,209.0,473.0,44.2,698.0,144.0,45.0,37.7,247.0,64.4,47.9,427.0,18.0,4.2,24.0,,13.9,Eredivisie 2019-2020
vs VVV-Venlo,1,26.0,24.0,4.0,2.0,2.0,0.0,26.5,0.27,2.5,0.1,112.0,267.0,41.9,562.0,132.0,31.0,31.9,178.0,52.2,44.6,307.0,13.0,4.2,19.0,,15.1,Eredivisie 2019-2020
vs Willem II,2,26.0,37.0,3.0,0.0,2.0,1.0,37.7,0.32,1.7,0.07,141.0,455.0,31.0,700.0,106.0,43.9,36.3,202.0,73.3,51.4,347.0,9.0,2.6,23.0,,15.6,Eredivisie 2019-2020
vs Zwolle,2,26.0,37.0,3.0,1.0,4.0,0.0,33.5,0.25,-3.5,-0.13,169.0,421.0,40.1,712.0,156.0,42.0,35.9,204.0,59.8,46.5,344.0,19.0,5.5,24.0,,13.5,Eredivisie 2019-2020
vs Aves,4,34.0,24.0,4.0,3.0,2.0,0.0,27.3,0.25,3.3,0.1,187.0,459.0,40.7,765.0,147.0,39.1,36.7,287.0,55.7,45.6,467.0,22.0,4.7,47.0,1.38,14.8,Primeira Liga 2019-2020
vs B-SAD,2,34.0,,,1.0,3.0,4.0,25.6,,,,216.0,579.0,37.3,880.0,130.0,47.4,39.1,273.0,59.3,45.7,446.0,21.0,4.7,32.0,,15.2,Primeira Liga 2019-2020
vs Benfica,2,34.0,71.0,5.0,0.0,12.0,4.0,66.5,0.33,-0.5,-0.01,229.0,582.0,39.3,887.0,136.0,43.3,38.4,332.0,59.6,45.3,673.0,17.0,2.5,54.0,1.59,15.4,Primeira Liga 2019-2020
vs Boavista,2,34.0,28.0,3.0,2.0,4.0,2.0,30.8,0.23,4.8,0.14,145.0,455.0,31.9,832.0,130.0,34.1,34.4,274.0,62.4,48.4,410.0,13.0,3.2,31.0,0.91,15.8,Primeira Liga 2019-2020
vs Braga,3,34.0,61.0,3.0,1.0,7.0,0.0,62.2,0.32,1.2,0.03,235.0,656.0,35.8,880.0,152.0,46.3,39.3,357.0,69.7,51.1,678.0,22.0,3.2,41.0,1.21,13.4,Primeira Liga 2019-2020
vs Famalicão,2,34.0,53.0,6.0,1.0,5.0,2.0,53.8,0.29,2.8,0.08,180.0,435.0,41.4,822.0,144.0,32.7,34.3,289.0,57.4,47.2,421.0,8.0,1.9,41.0,1.21,16.0,Primeira Liga 2019-2020
vs Gil Vicente FC,1,34.0,40.0,4.0,0.0,6.0,0.0,42.3,0.26,2.3,0.07,188.0,454.0,41.4,793.0,155.0,35.6,35.1,270.0,63.7,49.3,485.0,20.0,4.1,38.0,1.12,14.0,Primeira Liga 2019-2020
vs Marítimo,2,34.0,34.0,4.0,2.0,4.0,2.0,31.0,0.25,-1.0,-0.03,211.0,549.0,38.4,840.0,139.0,45.2,37.3,289.0,58.5,47.0,461.0,16.0,3.5,40.0,1.18,15.8,Primeira Liga 2019-2020
vs Moreirense,2,34.0,42.0,4.0,1.0,5.0,0.0,36.7,0.31,-5.3,-0.16,164.0,432.0,38.0,767.0,122.0,36.1,35.5,253.0,61.3,49.0,446.0,12.0,2.7,48.0,1.41,16.5,Primeira Liga 2019-2020
vs Paços de Ferreira,4,34.0,36.0,4.0,1.0,8.0,2.0,30.8,0.23,-3.2,-0.1,208.0,590.0,35.3,866.0,145.0,45.3,38.9,264.0,75.0,53.8,509.0,26.0,5.1,26.0,0.76,12.4,Primeira Liga 2019-2020
vs Portimonense,2,34.0,30.0,3.0,0.0,8.0,1.0,32.6,0.25,3.6,0.11,182.0,540.0,33.7,883.0,181.0,41.8,37.6,297.0,57.6,46.5,551.0,35.0,6.4,30.0,0.88,12.9,Primeira Liga 2019-2020
vs Porto,3,34.0,74.0,10.0,2.0,13.0,3.0,69.9,0.32,-1.1,-0.03,178.0,556.0,32.0,822.0,147.0,44.5,38.1,315.0,60.3,47.3,580.0,20.0,3.4,30.0,0.88,12.0,Primeira Liga 2019-2020
vs Rio Ave,1,34.0,48.0,12.0,0.0,3.0,1.0,49.5,0.33,2.5,0.07,206.0,549.0,37.5,882.0,145.0,42.0,36.8,267.0,67.0,49.6,518.0,14.0,2.7,39.0,1.15,15.4,Primeira Liga 2019-2020
vs Santa Clara,3,34.0,36.0,6.0,1.0,8.0,2.0,34.7,0.25,0.7,0.02,206.0,531.0,38.8,758.0,135.0,42.9,38.1,302.0,68.2,49.3,549.0,24.0,4.4,34.0,1.0,11.9,Primeira Liga 2019-2020
vs Sporting CP,2,34.0,49.0,8.0,4.0,3.0,2.0,41.7,0.25,-5.3,-0.15,246.0,651.0,37.8,821.0,139.0,51.5,40.8,332.0,68.7,50.0,518.0,15.0,2.9,18.0,0.53,12.5,Primeira Liga 2019-2020
vs Tondela,2,34.0,30.0,7.0,0.0,5.0,1.0,34.3,0.25,5.3,0.16,187.0,495.0,37.8,756.0,131.0,42.5,37.6,243.0,71.6,52.4,425.0,17.0,4.0,38.0,1.12,15.5,Primeira Liga 2019-2020
vs Vitória,2,34.0,53.0,6.0,0.0,2.0,0.0,50.8,0.29,-2.2,-0.07,191.0,474.0,40.3,840.0,144.0,31.0,32.8,403.0,53.1,42.9,720.0,22.0,3.1,20.0,0.59,11.1,Primeira Liga 2019-2020
vs Vitória Setúbal,3,34.0,27.0,0.0,0.0,6.0,1.0,27.7,0.27,1.7,0.05,159.0,440.0,36.1,716.0,131.0,37.7,35.6,256.0,66.4,49.2,453.0,18.0,4.0,32.0,0.94,15.1,Primeira Liga 2019-2020
vs Barnsley,3,46.0,49.0,2.0,0.0,7.0,1.0,51.3,0.27,3.3,0.07,421.0,1189.0,35.4,1257.0,159.0,67.3,33.3,413.0,83.1,57.4,671.0,26.0,3.9,40.0,0.87,13.9,Championship 2019-2020
vs Birmingham City,2,46.0,54.0,1.0,1.0,13.0,3.0,52.0,0.3,1.0,0.02,250.0,722.0,34.6,1196.0,230.0,41.4,37.3,412.0,55.1,45.7,688.0,33.0,4.8,51.0,1.11,14.8,Championship 2019-2020
vs Blackburn,1,46.0,66.0,4.0,1.0,9.0,4.0,53.2,0.28,-8.8,-0.19,275.0,865.0,31.8,1223.0,193.0,50.9,38.5,357.0,68.1,51.5,662.0,20.0,3.0,46.0,1.0,15.7,Championship 2019-2020
vs Brentford,1,46.0,80.0,5.0,1.0,13.0,2.0,65.3,0.27,-12.7,-0.28,411.0,1106.0,37.2,1154.0,169.0,62.1,32.9,456.0,85.3,60.5,623.0,23.0,3.7,32.0,0.7,13.9,Championship 2019-2020
vs Bristol City,2,46.0,60.0,2.0,1.0,12.0,3.0,58.0,0.38,1.0,0.02,290.0,824.0,35.2,1118.0,228.0,53.0,41.0,308.0,75.3,55.0,680.0,33.0,4.9,41.0,0.89,13.6,Championship 2019-2020
vs Cardiff City,3,46.0,68.0,3.0,2.0,9.0,2.0,52.9,0.27,-13.1,-0.29,266.0,844.0,31.5,1248.0,220.0,46.8,37.4,372.0,69.9,50.9,650.0,40.0,6.2,38.0,0.83,11.6,Championship 2019-2020
vs Charlton Ath,1,46.0,50.0,5.0,0.0,12.0,0.0,49.2,0.31,-0.8,-0.02,263.0,746.0,35.3,1075.0,194.0,50.0,39.3,340.0,61.2,47.3,629.0,29.0,4.6,48.0,1.04,14.8,Championship 2019-2020
vs Derby County,2,46.0,62.0,7.0,3.0,5.0,1.0,59.9,0.3,-1.1,-0.02,266.0,774.0,34.4,1119.0,207.0,49.9,39.4,327.0,66.1,50.3,581.0,24.0,4.1,46.0,1.0,14.9,Championship 2019-2020
vs Fulham,2,46.0,64.0,4.0,2.0,5.0,1.0,61.8,0.28,-1.2,-0.03,345.0,1017.0,33.9,1154.0,178.0,61.1,36.9,407.0,76.7,56.3,730.0,35.0,4.8,35.0,0.76,12.9,Championship 2019-2020
vs Huddersfield,4,46.0,52.0,7.0,0.0,3.0,1.0,56.5,0.3,5.5,0.12,282.0,790.0,35.7,1135.0,163.0,49.3,39.1,355.0,64.8,50.0,576.0,16.0,2.8,33.0,0.72,15.0,Championship 2019-2020
vs Hull City,2,46.0,57.0,1.0,5.0,5.0,1.0,54.8,0.34,-1.2,-0.03,309.0,867.0,35.6,1333.0,239.0,46.1,34.4,404.0,62.6,48.6,666.0,27.0,4.1,30.0,0.65,13.3,Championship 2019-2020
vs Leeds United,2,46.0,77.0,4.0,1.0,8.0,8.0,73.8,0.29,4.8,0.1,436.0,1141.0,38.2,1078.0,149.0,64.5,32.3,510.0,87.5,60.2,894.0,25.0,2.8,35.0,0.76,12.4,Championship 2019-2020
vs Luton Town,2,46.0,54.0,6.0,0.0,9.0,5.0,41.8,0.29,-7.2,-0.16,336.0,831.0,40.4,1078.0,170.0,51.5,40.4,361.0,76.5,54.4,635.0,28.0,4.4,39.0,0.85,13.3,Championship 2019-2020
vs Middlesbrough,3,46.0,48.0,4.0,3.0,5.0,1.0,42.7,0.24,-4.3,-0.09,339.0,869.0,39.0,1149.0,201.0,52.2,39.8,392.0,68.6,50.6,735.0,34.0,4.6,32.0,0.7,12.0,Championship 2019-2020
vs Millwall,2,46.0,57.0,5.0,2.0,15.0,0.0,50.9,0.27,-6.1,-0.13,237.0,819.0,28.9,1196.0,208.0,45.8,37.6,390.0,69.5,49.4,849.0,38.0,4.5,49.0,1.07,12.3,Championship 2019-2020
vs Nott'ham Forest,3,46.0,58.0,4.0,1.0,13.0,1.0,46.8,0.3,-10.2,-0.22,297.0,753.0,39.4,1092.0,204.0,45.3,38.2,431.0,59.9,48.6,711.0,28.0,3.9,50.0,1.09,15.1,Championship 2019-2020
vs Preston,1,46.0,59.0,10.0,1.0,8.0,0.0,46.8,0.22,-12.2,-0.26,329.0,940.0,35.0,1110.0,218.0,56.4,39.1,386.0,81.3,57.5,698.0,34.0,4.9,34.0,0.74,12.8,Championship 2019-2020
vs QPR,2,46.0,67.0,4.0,1.0,6.0,1.0,62.4,0.32,-3.6,-0.08,270.0,879.0,30.7,1119.0,204.0,51.2,38.5,399.0,76.7,56.2,582.0,19.0,3.3,37.0,0.8,13.4,Championship 2019-2020
vs Reading,2,46.0,59.0,7.0,1.0,10.0,1.0,51.4,0.26,-6.6,-0.14,242.0,678.0,35.7,1117.0,229.0,42.0,36.9,345.0,60.6,47.2,593.0,20.0,3.4,42.0,0.91,15.3,Championship 2019-2020
vs Sheffield Weds,3,46.0,58.0,7.0,0.0,13.0,1.0,49.1,0.23,-7.9,-0.17,332.0,931.0,35.7,1183.0,210.0,51.6,36.0,421.0,76.2,54.6,793.0,28.0,3.5,33.0,0.72,14.0,Championship 2019-2020
vs Stoke City,3,46.0,62.0,3.0,0.0,11.0,3.0,54.1,0.31,-4.9,-0.11,256.0,838.0,30.5,1214.0,221.0,48.9,38.8,374.0,65.2,49.2,727.0,30.0,4.1,49.0,1.07,14.7,Championship 2019-2020
vs Swansea City,2,46.0,62.0,7.0,0.0,12.0,1.0,56.1,0.28,-4.9,-0.11,317.0,803.0,39.5,1182.0,185.0,49.3,38.8,359.0,61.3,47.8,627.0,31.0,4.9,47.0,1.02,13.6,Championship 2019-2020
vs West Brom,1,46.0,77.0,7.0,2.0,13.0,3.0,76.0,0.32,2.0,0.04,274.0,902.0,30.4,1190.0,189.0,50.4,35.8,447.0,67.6,51.4,739.0,24.0,3.2,45.0,0.98,13.3,Championship 2019-2020
vs Wigan Athletic,2,46.0,57.0,2.0,0.0,11.0,4.0,58.0,0.31,5.0,0.11,404.0,860.0,47.0,1220.0,234.0,50.1,38.0,377.0,66.0,50.8,688.0,31.0,4.5,46.0,1.0,14.1,Championship 2019-2020
vs Aberdeen,1,30.0,40.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Celtic,2,30.0,89.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Hamilton Acad.,2,30.0,30.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Hearts,3,30.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Hibernian,2,30.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Kilmarnock,2,30.0,31.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Livingston,4,30.0,41.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Motherwell,1,30.0,39.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Rangers,2,29.0,57.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Ross County,2,30.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs St Johnstone,1,29.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs St Mirren,1,30.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership 2019-2020
vs Augsburg,3,34.0,51.0,5.0,3.0,10.0,1.0,46.8,0.26,-3.2,-0.09,275.0,629.0,43.7,1169.0,177.0,39.9,35.3,279.0,58.4,47.2,492.0,29.0,5.9,49.0,1.44,16.3,Bundesliga 2018-2019
vs Bayern Munich,2,34.0,88.0,3.0,0.0,12.0,2.0,87.3,0.35,1.3,0.04,277.0,740.0,37.4,988.0,157.0,47.0,38.0,394.0,70.1,50.5,648.0,28.0,4.3,17.0,0.5,10.2,Bundesliga 2018-2019
vs Dortmund,2,34.0,81.0,4.0,3.0,6.0,1.0,64.4,0.35,-15.6,-0.46,192.0,458.0,41.9,994.0,120.0,34.3,33.6,235.0,49.8,43.8,375.0,13.0,3.5,32.0,0.94,14.8,Bundesliga 2018-2019
vs Düsseldorf,2,34.0,49.0,5.0,1.0,3.0,1.0,48.2,0.28,0.2,0.01,170.0,407.0,41.8,939.0,163.0,26.9,30.4,245.0,62.9,49.9,433.0,20.0,4.6,39.0,1.15,15.3,Bundesliga 2018-2019
vs Eint Frankfurt,2,34.0,60.0,4.0,1.0,8.0,0.0,54.0,0.34,-6.0,-0.18,278.0,678.0,41.0,1104.0,159.0,42.8,36.8,268.0,76.5,53.4,539.0,21.0,3.9,43.0,1.26,15.4,Bundesliga 2018-2019
vs Freiburg,2,34.0,46.0,5.0,3.0,5.0,2.0,43.9,0.24,-0.1,0.0,233.0,527.0,44.2,1122.0,156.0,36.9,34.4,209.0,54.1,45.1,415.0,19.0,4.6,34.0,1.0,16.2,Bundesliga 2018-2019
vs Gladbach,1,34.0,55.0,4.0,0.0,8.0,2.0,48.1,0.27,-4.9,-0.14,232.0,529.0,43.9,944.0,127.0,39.1,34.9,285.0,56.1,46.8,465.0,10.0,2.2,33.0,0.97,16.0,Bundesliga 2018-2019
vs Hannover 96,3,34.0,31.0,3.0,1.0,2.0,1.0,29.5,0.23,-0.5,-0.01,230.0,579.0,39.7,899.0,145.0,45.4,37.3,247.0,69.2,51.4,413.0,25.0,6.1,50.0,1.47,15.5,Bundesliga 2018-2019
vs Hertha BSC,2,34.0,49.0,4.0,2.0,7.0,0.0,47.7,0.31,-1.3,-0.04,199.0,520.0,38.3,936.0,134.0,40.1,34.4,223.0,65.0,48.8,453.0,18.0,4.0,30.0,0.88,14.7,Bundesliga 2018-2019
vs Hoffenheim,2,34.0,70.0,6.0,1.0,3.0,1.0,69.0,0.29,0.0,0.0,254.0,594.0,42.8,940.0,185.0,41.2,35.8,326.0,63.5,48.5,533.0,19.0,3.6,34.0,1.0,14.1,Bundesliga 2018-2019
vs Leverkusen,2,34.0,69.0,4.0,2.0,7.0,1.0,57.7,0.28,-10.3,-0.3,234.0,587.0,39.9,825.0,147.0,47.5,37.9,275.0,70.9,51.0,499.0,20.0,4.0,30.0,0.88,14.3,Bundesliga 2018-2019
vs Mainz 05,2,34.0,46.0,3.0,0.0,5.0,2.0,41.6,0.27,-2.4,-0.07,283.0,612.0,46.2,1119.0,173.0,38.7,34.7,294.0,60.9,47.0,505.0,29.0,5.7,28.0,0.82,13.9,Bundesliga 2018-2019
vs Nürnberg,2,34.0,26.0,2.0,0.0,6.0,1.0,30.6,0.27,5.6,0.16,196.0,434.0,45.2,812.0,137.0,36.5,34.3,240.0,57.5,45.7,395.0,20.0,5.1,55.0,1.62,17.3,Bundesliga 2018-2019
vs RB Leipzig,2,34.0,63.0,5.0,2.0,7.0,0.0,58.3,0.31,-4.7,-0.14,247.0,651.0,37.9,1058.0,175.0,41.3,35.1,301.0,71.1,51.2,501.0,21.0,4.2,38.0,1.12,14.3,Bundesliga 2018-2019
vs Schalke 04,2,34.0,37.0,7.0,1.0,5.0,0.0,42.8,0.28,5.8,0.17,172.0,479.0,35.9,1044.0,169.0,29.9,32.6,286.0,58.4,46.4,406.0,16.0,3.9,31.0,0.91,15.2,Bundesliga 2018-2019
vs Stuttgart,1,34.0,32.0,1.0,0.0,6.0,0.0,31.9,0.28,-0.1,0.0,186.0,518.0,35.9,910.0,134.0,36.8,33.5,266.0,68.8,51.0,572.0,12.0,2.1,38.0,1.12,15.5,Bundesliga 2018-2019
vs Werder Bremen,3,34.0,58.0,4.0,2.0,5.0,1.0,51.8,0.29,-5.2,-0.15,257.0,598.0,43.0,1016.0,146.0,41.9,36.0,267.0,64.4,49.6,540.0,13.0,2.4,36.0,1.06,14.6,Bundesliga 2018-2019
vs Wolfsburg,2,34.0,62.0,5.0,0.0,5.0,3.0,49.4,0.29,-9.6,-0.28,231.0,604.0,38.2,822.0,132.0,48.5,38.1,281.0,73.0,51.5,533.0,14.0,2.6,31.0,0.91,13.7,Bundesliga 2018-2019
vs Arsenal,2,38.0,73.0,4.0,3.0,8.0,4.0,58.0,0.33,-11.0,-0.29,280.0,687.0,40.8,837.0,145.0,53.4,40.7,305.0,78.7,54.6,455.0,13.0,2.9,30.0,0.79,13.8,Premier League 2018-2019
vs Bournemouth,3,38.0,56.0,7.0,0.0,8.0,1.0,55.7,0.3,0.7,0.02,288.0,727.0,39.6,889.0,125.0,52.6,40.1,306.0,84.6,58.0,475.0,13.0,2.7,28.0,0.74,13.5,Premier League 2018-2019
vs Brighton,2,38.0,35.0,5.0,0.0,10.0,0.0,32.0,0.26,-3.0,-0.08,185.0,549.0,33.7,828.0,127.0,43.1,36.4,262.0,73.3,53.0,523.0,24.0,4.6,42.0,1.11,15.8,Premier League 2018-2019
vs Burnley,2,38.0,45.0,2.0,0.0,10.0,2.0,39.7,0.34,-3.3,-0.09,243.0,711.0,34.2,1038.0,148.0,44.6,37.1,300.0,82.7,56.5,545.0,40.0,7.3,33.0,0.87,13.5,Premier League 2018-2019
vs Cardiff City,1,38.0,34.0,3.0,0.0,4.0,1.0,35.6,0.29,2.6,0.07,183.0,472.0,38.8,902.0,173.0,30.6,32.4,286.0,68.5,51.0,441.0,21.0,4.8,35.0,0.92,13.7,Premier League 2018-2019
vs Chelsea,2,38.0,63.0,5.0,0.0,8.0,2.0,61.3,0.29,0.3,0.01,310.0,771.0,40.2,932.0,134.0,54.1,41.0,338.0,79.0,55.3,547.0,19.0,3.5,18.0,0.47,13.8,Premier League 2018-2019
vs Crystal Palace,3,38.0,51.0,10.0,1.0,3.0,3.0,43.2,0.23,-4.8,-0.13,240.0,529.0,45.4,708.0,109.0,46.6,38.2,306.0,65.0,49.8,449.0,19.0,4.2,37.0,0.97,14.8,Premier League 2018-2019
vs Everton,1,38.0,54.0,2.0,2.0,8.0,1.0,45.8,0.26,-7.2,-0.19,231.0,667.0,34.6,881.0,139.0,49.1,39.5,303.0,77.2,54.8,636.0,23.0,3.6,33.0,0.87,13.5,Premier League 2018-2019
vs Fulham,3,38.0,34.0,2.0,0.0,4.0,1.0,39.1,0.25,6.1,0.16,273.0,647.0,42.2,990.0,150.0,45.4,38.5,286.0,69.2,52.8,467.0,26.0,5.6,30.0,0.79,14.0,Premier League 2018-2019
vs Huddersfield,3,38.0,22.0,1.0,1.0,3.0,1.0,25.1,0.21,4.1,0.11,235.0,642.0,36.6,964.0,155.0,43.7,36.9,293.0,75.4,53.4,602.0,17.0,2.8,42.0,1.11,16.3,Premier League 2018-2019
